"","SAMPLEID","ReferenceSite","nt_EPT_resid","pt_ti_cowa_warm_stenowarm_resid","pi_habitat_rheo","pi_NonIns","pi_Colesens_resid","MMI.2024"
"200","35708-ORDEQ:19980807:R:SR-2","REFERENCE",0.723891456736529,0.826000240841542,0.86089459937696,0.97265625,0.668383828172267,0.81036527502546
"201","35709-ORDEQ:19980807:R:SR-3","REFERENCE",0.496296551882649,0.776189530195815,0.797152403430059,0.98046875,0.677642269770702,0.745549901055845
"202","35711-ORDEQ:19980808:R:SR-2","REFERENCE",0.789141418464095,0.735438253737615,0.692165257164577,0.93359375,0.61657630271675,0.753382996416607
"203","35713-ORDEQ:19980809:R:SR","REFERENCE",0.737077189263909,0.929624942106687,0.853395517500854,0.9921875,0.68698771641136,0.839854573056562
"204","35714-ORDEQ:19980811:R:SR-1","REFERENCE",0.753760067926734,0.861007008227221,0.98837899127076,0.96484375,0.725216753624903,0.858641314209924
"205","35715-ORDEQ:19980728:R:SR-1","REFERENCE",0.704313363154718,0.893106850956739,0.917137713447754,0.9765625,0.743470400904344,0.846918165692711
"206","35716-ORDEQ:19980811:R:SR-1","REFERENCE",0.733963597099775,0.72137113835699,0.932135877199966,0.9609375,0.702509752189403,0.810183572969227
"207","35717-ORDEQ:19980811:R:SR-1","REFERENCE",0.393794220064878,0.844565643785766,1,1,0.69922213774229,0.787516400318587
"208","35721-ORDEQ:19980729:R:SR-3","REFERENCE",0.662583312359415,0.634395358695081,0.947134040952178,1,0.666148241679658,0.782052190737267
"209","35722-ORDEQ:19980729:R:SR-3","REFERENCE",0.540978922289792,0.565500123574785,0.887141385943331,0.99609375,0.47307517552994,0.692557871467569
"210","35733-ORDEQ:19980809:R:SR-1","REFERENCE",0.32792035350691,0.994544355343353,0.875892763129172,0.99609375,0.599570667508148,0.758804377897517
"211","35734-ORDEQ:19980808:R:SR-2","REFERENCE",0.500116900647602,0.744988944136883,0.677167093412365,1,0.682278186801866,0.720910224999743
"212","35748-ORDEQ:19990704:R:SR","REFERENCE",0.967362570362866,1,0.650920306845994,0.98046875,0.782706265586968,0.876291578559166
"213","35749-ORDEQ:19990703:R:SR","REFERENCE",0.634079038160809,0.548688182726795,0.699664339040683,0.91796875,0.500813311587889,0.660242724303235
"214","35758-ORDEQ:19990808:R:SR","REFERENCE",0.656827084040421,0.848375528888935,0.613424897465464,0.84375,0.708401183805125,0.734155738839989
"215","35763-ORDEQ:19990805:R:SR","REFERENCE",0.894951457952305,0.6376964280904,0.905889090633595,0.984375,0.739038785358486,0.832390152406957
"216","35767-ORDEQ:19990817:R:SR","REFERENCE",0.598731079597415,0.744017143274668,0.643421224969888,1,0.667406345598536,0.730715158688101
"217","35769-ORDEQ:19990816:R:SR","REFERENCE",0.571484603349511,0.626611369010656,0.523435914952193,0.99609375,0.626836206834869,0.668892368829446
"218","35770-ORDEQ:19990819:R:SR","REFERENCE",0.75117185108792,0.405475687129585,0.669668011536259,0.9609375,0.627330361013578,0.682916682153468
"219","35772-ORDEQ:19990817:R:SR","REFERENCE",0.418614747275716,0.241948764516592,0.692165257164577,0.91796875,0.252869604796112,0.504713424750599
"220","35773-ORDEQ:19990818:R:SR","REFERENCE",0.789834433604693,0.849316757418351,0.755907453111477,0.96875,0.692493555143009,0.811260439855506
"221","35791-ORDEQ:19990809:R:SR","REFERENCE",0.950859685621109,0.576529834245069,0.703413879978736,0.97265625,0.536665606909668,0.748025051350916
"222","35792-ORDEQ:19990811:R:SR","REFERENCE",0.623716724479552,0.674602579530367,0.894000914013949,0.980390363712375,0.417215037160932,0.717985123779435
"223","35794-ORDEQ:20150819:R:SR","REFERENCE",0.794281429881165,0.448348548738454,0.947134040952178,0.98828125,0.789515335809185,0.793512121076196
"224","35830-ORDEQ:20000720:R:SR","REFERENCE",0.50725839980976,1,0.317211163359281,0.953125,0.803086573369691,0.716136227307746
"225","35847-ORDEQ:20020613:R:SR","REFERENCE",0.567271383065295,0.664747585846041,0.545933160580511,0.921875,0.728941447451373,0.685753715388644
"226","35853-ORDEQ:20010613:R:SR","REFERENCE",0.735323820746858,0.514829396530675,0.669668011536259,0.953125,0.471919978121644,0.668973241387087
"227","35883-ORDEQ:20020816:R:SR","REFERENCE",0.491328044732656,0.766635423916103,0.842146894686695,0.92578125,0.688391652457874,0.742856653158666
"228","35939-ORDEQ:20090812:T:SR","REFERENCE",0.685223186577029,0.811541615673643,1,0.95703125,0.674720269750518,0.825703264400238
"229","35940-ORDEQ:20090813:T:SR","REFERENCE",0.736014853832772,0.611705031103756,0.82339918999643,0.86328125,0.7054747966282,0.747975024312232
"230","35952-ORDEQ:20090818:R:SR","REFERENCE",0.760478058921061,0.780847675943609,0.560931324332723,0.68359375,0.851129240846455,0.72739601000877
"231","35953-ORDEQ:20090818:R:SR","REFERENCE",0.72265784012815,0.659013582440396,0.699664339040683,0.9609375,0.501193050579991,0.708693262437844
"232","37278-ORDEQ:20140915:R:SR","REFERENCE",0.947810117837365,1,0.905889090633595,0.94921875,0.709315262045648,0.902446644103322
"233","38114-ORDEQ:20150630:R:SR","REFERENCE",0.999694355753354,0.712576153635879,0.785903780615901,0.8984375,0.691203373205994,0.817563032642225
"234","38116-ORDEQ:20150706:R:SR","REFERENCE",0.737120962854212,1,0.92463679532386,0.96875,0.73476880849892,0.873055313335398
"235","38117-ORDEQ:20150820:R:SR","REFERENCE",0.845320186280569,0.747540683154925,0.864644140315013,0.921875,0.275916519461658,0.731059305842433
"236","38119-ORDEQ:20150819:R:SR","REFERENCE",0.562888483730482,0.851771179559581,0.883391845005278,0.91015625,0.647792556914789,0.771200063042026
"237","38120-ORDEQ:20150707:R:SR","REFERENCE",0.768447471222421,0.66821955158094,0.767156075925636,0.89453125,0.239690203503101,0.66760891044642
"238","38128-ORDEQ:20150929:R:SR","REFERENCE",0.652913568658209,0.600359257971353,0.684666175288471,0.9921875,0.571511558982681,0.700327612180143
"239","38130-ORDEQ:20151005:R:SR","REFERENCE",0.742685669255972,0.636006297486015,0.842146894686695,0.63671875,0.884033920308973,0.748318306347531
"240","38131-ORDEQ:20151006:R:SR","REFERENCE",0.781229920924054,0.998069646238599,0.879642304067225,0.92578125,0.742148207788785,0.865374265803733
"241","38503-ORDEQ:20150729:R:SR","REFERENCE",0.683320743073447,0.677908271060342,0.965881745642443,0.85546875,0.413762609966314,0.719268423948509
"242","38552-ORDEQ:20160802:R:SR","REFERENCE",0.968183765697423,0.740946137848016,0.669668011536259,0.94921875,0.536055214368394,0.772814375890018
"243","38558-ORDEQ:20160720:R:SR","REFERENCE",0.640440239978129,0.401259953471171,0.804651485306165,0.9453125,0.605917851262171,0.679516406003527
"244","38583-ORDEQ:20160818:R:SR","REFERENCE",0.862911192737012,0.669499570469734,0.866287774698817,0.843375428082192,0.718608387628161,0.792136470723183
"245","38606-ORDEQ:20160927:R:SR","REFERENCE",0.937350065628076,0.742807499417811,0.707163420916788,0.8359375,0.504745764516355,0.745600850095806
"246","505BMCMCR:20100804:T:QCFR","REFERENCE",0.830492886234647,0.639195680118998,1,0.8828125,0.775289309844647,0.825558075239659
"247","505PS0110:20100803:T:SR","REFERENCE",0.794248149499468,0.60848210381433,0.770905616863689,0.9921875,0.850546195365965,0.80327391310869
"248","526CE0061:20040803:R:SR","REFERENCE",0.788644258301034,0.794715904736963,0.838397353748642,0.828125,0.413901515346295,0.732756806426587
"249","526PNCAMF:20130625:T:SR","REFERENCE",0.748441322324144,0.785865203661152,0.748408371235371,0.7890625,0.801746520260829,0.774704783496299
"250","526PS0076:20080826:T:SR","REFERENCE",0.854380862449423,0.691752714474513,0.714662502792894,0.94140625,0.0853355419706809,0.657507574337502
"251","526PS1612:20150804:T:SR","REFERENCE",0.587994021774531,1,0.890890926881384,0.9921875,1,0.894214489731183
"252","639PS1279:20130611:T:SR","REFERENCE",0.368828051835663,0.218635456387837,0.707163420916788,0.6171875,0.810811341730461,0.54452515417415
"253","PIBO:0904:20000820:R:SR","REFERENCE",0.524404902802401,0.855127920304344,0.504688210261929,0.91796875,0.548689213943613,0.670175799462457
"254","PIBO_1432:20100804:R:SR","REFERENCE",0.733227699650968,0.682182470715168,0.999627614084919,0.9765625,0.770364448636017,0.832392946617415
"255","dfw_2150:20090922:R:SR","REFERENCE",0.549334386962562,0.748429810872124,0.800901944368113,0.640625,0.613298675382001,0.67051796351696
"256","dfw_8008:20090818:R:SR","REFERENCE",0.97470958690427,0.766194667935037,0.86089459937696,0.953125,0.78372531734671,0.867729834312595
"257","10741-ORDEQ:20020912:R:SR","MOST DISTURBED",0.848068779906901,0.258114936906871,0.838397353748642,0.9453125,0.475411851049779,0.673061084322438
"258","11494-ORDEQ:20180814:R:SR","MOST DISTURBED",0.777655307382674,0.12170800284383,0.579679029022988,0.984375,0.55767485282853,0.604218438415604
"259","11972-ORDEQ:20080722:R:SR","MOST DISTURBED",0.340995134750666,0.908488154874381,0.534684537766352,0.69140625,0.937695370603234,0.682653889598927
"260","12012-ORDEQ:20070723:R:SR","MOST DISTURBED",0.0719425834531315,0.573258391055792,0.849645976562801,0.9765625,0.780246834156712,0.650331257045687
"261","126608","MOST DISTURBED",0.768436472946466,1,0.598426733713253,0.8125,0.715107532365917,0.778894147805127
"262","130068","MOST DISTURBED",0.474898516180771,0.35878539889449,0.755907453111477,1,0.581769426260499,0.634272158889447
"263","13062-ORDEQ:20180911:R:SR","MOST DISTURBED",0.644340844122942,0.388930118234865,0.827148730934483,0.9609375,0.772206500285425,0.718712738715543
"264","13082-ORDEQ:20140818:R:SR","MOST DISTURBED",0.208552723397061,0.363560617076342,0.647170765907941,0.7265625,0.423250548447304,0.47381943096573
"265","131139","MOST DISTURBED",0.136901012668463,0.850897601798778,1,0.984375,0,0.594434722893448
"266","13138-ORDEQ:20000705:R:SR","MOST DISTURBED",0.124322324567953,0.924862149242042,1,0.99609375,0.706813487948456,0.75041834235169
"267","13141-ORDEQ:20000705:R:SR","MOST DISTURBED",0.367662557542385,0.877721096413379,1,0.94140625,0,0.637357980791153
"268","13181-ORDEQ:20050617:R:SR","MOST DISTURBED",0.589084464252842,0.930975023614134,0.875892763129172,0.6640625,0,0.61200295019923
"269","13196-ORDEQ:20000627:R:SR","MOST DISTURBED",0.618571899052688,0.311056636876668,0.800901944368113,0.9921875,0.758092970215096,0.696162190102513
"270","13198-ORDEQ:19980806:R:SR","MOST DISTURBED",0.814421166749683,0.887349316076079,0.913388172509701,0.9765625,0.642857287767076,0.846915688620508
"271","13222-ORDEQ:19980709:R:SR","MOST DISTURBED",0.786526831103022,0.915423632364399,1,0.95703125,0.793973631832005,0.890591069059885
"272","13229-ORDEQ:20070815:R:SR","MOST DISTURBED",1,1,0.827148730934483,0.97265625,0.817275359807179,0.923416068148332
"273","134513","MOST DISTURBED",0.468341138860667,0.744145135253787,0.707163420916788,0.9765625,0,0.579242439006248
"274","145608","MOST DISTURBED",0.538599831609346,0.774866811032626,0.718412043730947,0.95703125,0.661438942456137,0.730069775765811
"275","146644","MOST DISTURBED",0.655050849567464,0.669899176327673,0.395951523058393,0.80078125,1,0.704336559790706
"276","146662","MOST DISTURBED",0.472308786277724,0.66379640559956,0.564680865270776,0.984375,0.880527689410804,0.713137749311773
"277","149517","MOST DISTURBED",0.791611912997196,1,0.617174438403517,0.96875,0.627845199512381,0.801076310182619
"278","150903","MOST DISTURBED",0.702258681109146,0.928571409940443,0.624673520279623,0.96484375,0.728522477494871,0.789773967764817
"279","151252","MOST DISTURBED",0.636239444163849,0.73595268837943,0.752157912173424,0.94921875,0.791006627944802,0.772915084532301
"280","153659","MOST DISTURBED",0.964202688080972,1,0.797152403430059,0.94921875,0.659873513148668,0.87408947093194
"281","158395","MOST DISTURBED",0.479255000594933,0.434521858923575,0,0,1,0.382755371903702
"282","158402","MOST DISTURBED",0.305875226167518,0.7402161513641,1,0.9765625,0.715870425883232,0.74770486068297
"283","158419","MOST DISTURBED",0.484842172980514,0.728030573924306,0.815900108120324,0.875,0.860694219839405,0.75289341497291
"284","167710","MOST DISTURBED",0.533310893425428,0.169566669334199,0.647170765907941,0.98046875,0.670095052965535,0.600122426326621
"285","16997-ORDEQ:19980727:R:SR","MOST DISTURBED",0.601402669316457,0.28495627785053,0.744658830297318,0.9296875,0.727666204401533,0.657674296373168
"286","17020-ORDEQ:19980818:R:SR","MOST DISTURBED",0.233589295870827,0.705366577236765,0.278080048200406,0.606727139261745,0.902079670724925,0.545168546258934
"287","171857","MOST DISTURBED",0.89333242646306,0.258722803024693,0.407200145872552,0.984375,0.9721524341555,0.703156561903161
"288","171866","MOST DISTURBED",0.753668217289444,0,0.489690046509717,0.7421875,0.107720080128221,0.418653168785476
"289","171964","MOST DISTURBED",0.657719856916522,0.38504058964177,0.470942341819452,0.49609375,0.68100196363283,0.538159700402115
"290","184909","MOST DISTURBED",0.609334189034096,0.0466348017226538,0.538434078704405,0.98046875,1,0.634974363892231
"291","185011","MOST DISTURBED",1,1,0.827148730934483,0.9765625,0.58559710793802,0.877861667774501
"292","185193","MOST DISTURBED",0.828910063787426,0.951340861600029,0.827148730934483,0.9453125,0.398455628195168,0.790233556903421
"293","210782","MOST DISTURBED",1,1,0.797440829656064,0.960980425824176,0.423278360962535,0.836339923288555
"294","21794-ORDEQ:20000725:R:SR","MOST DISTURBED",0.488107648732897,0.444265195929359,0.943384500014125,0.84765625,0.267334846550583,0.598149688245393
"295","21798-ORDEQ:19990914:R:SR","MOST DISTURBED",0.948441576790566,0.8762558168432,0.774655157801742,0.890625,0.880336525561777,0.874062815399457
"296","21810-ORDEQ:19990824:R:SR","MOST DISTURBED",0.339364284432713,0.629011016093362,0.523435914952193,0.84375,0.751505305408534,0.61741330417736
"297","21838-ORDEQ:19990805:R:SR","MOST DISTURBED",0.57006165232653,1,0.542183619642458,0.95703125,0.789662314425838,0.771787767278965
"298","21839-ORDEQ:20000912:R:SR","MOST DISTURBED",0.778455632075744,0.782210623569127,0.86089459937696,0.78515625,0.789827931032369,0.79930900721084
"299","23040-ORDEQ:19990824:R:SR","MOST DISTURBED",0.408464016423032,0.364465543394958,0.6584193887221,0.88671875,1,0.663613539708018
"300","23846-ORDEQ:20000628:R:SR","MOST DISTURBED",0.564236647602914,0.973904018423147,0.729660666545106,0.99609375,0.904378242629959,0.833654665040225
"301","23850-ORDEQ:20000802:R:SR","MOST DISTURBED",0.727593487784574,0.809940849936481,0.800901944368113,0.68359375,0.91948547233947,0.788303100885728
"302","23860-ORDEQ:20000724:R:SR","MOST DISTURBED",0.133692163663231,1,0.363827077724263,0.596125422297297,0.926671818798016,0.604063296496562
"303","23862-ORDEQ:20000801:R:SR","MOST DISTURBED",0.0747172940635382,0.736577354817091,0.287214835854857,0.11328125,0.834404345431514,0.4092390160334
"304","23864-ORDEQ:20000706:R:SR","MOST DISTURBED",0.864868048228411,0.657875711065029,0.928386336261913,0.9765625,0.755036110509457,0.836545741212962
"305","24135-ORDEQ:20000814:R:SR","MOST DISTURBED",0.67619150183723,0.681755091547404,0.849645976562801,1,0.679756315326267,0.77746977705474
"306","24136-ORDEQ:20000814:R:SR","MOST DISTURBED",0.628817565170571,0.245227346102364,0.583428569961041,0.98046875,0.381379498934619,0.563864346033719
"307","24413-ORDEQ:20000628:R:SR","MOST DISTURBED",0.506356561781477,0.558410605995914,0.96213220470439,0.828125,0.636525095385482,0.698309893573453
"308","24418-ORDEQ:20000816:T:SR","MOST DISTURBED",0.246149108388953,0.103813268325016,0,0.765625,0.971164901092093,0.417350455561213
"309","24431-ORDEQ:20000814:R:SR","MOST DISTURBED",0.716668300700877,0.834712932182725,0.320960704297333,0.63671875,1,0.701812137436187
"310","25124-ORDEQ:20020724:R:QCFR","MOST DISTURBED",0.485993583505921,0.696245896090181,0.913388172509701,0.94921875,0.171774064582604,0.643324093337682
"311","25282-ORDEQ:20010827:R:SR","MOST DISTURBED",0.177642069685483,0.291150474918121,0.242220344598221,0.80078125,0.525769870707745,0.407512801981914
"312","25295-ORDEQ:20010709:R:SR","MOST DISTURBED",0.771184757741535,0.77464567380833,0.312181291369209,0.843845274390244,0.838596714532834,0.708090742368431
"313","25356-ORDEQ:20010905:R:SR","MOST DISTURBED",0.708181838861157,0.807939502320357,0.587178110899094,0.77734375,0.652517669188413,0.706632174253804
"314","25363-ORDEQ:20010919:R:SR","MOST DISTURBED",0.720273536936168,0.624277288627687,0.887141385943331,0.99609375,0.505501217074506,0.746657435716338
"315","25377-ORDEQ:20010702:R:SR","MOST DISTURBED",0.821155974544194,0.954625651407567,0.75965699404953,0.890625,0.769003404639977,0.839013404928254
"316","25381-ORDEQ:20010703:T:SR","MOST DISTURBED",0,0.314155458334414,0,0.25390625,0.884412632149095,0.290494868096702
"317","25412-ORDEQ:20010717:R:SR","MOST DISTURBED",0.874139734295294,0.907787123346542,0.538434078704405,0.48046875,0.932749776831633,0.746715892635575
"318","25780-ORDEQ:20010703:R:SR","MOST DISTURBED",0.685969053511996,0.54863219741422,0.654669847784047,0.859375,0.0824406432080435,0.566217348383661
"319","26802-ORDEQ:20020819:R:SR","MOST DISTURBED",0.25055844443379,0.804957389629367,0.680916634350418,0.1015625,0.837043639863241,0.535007721655363
"320","26814-ORDEQ:20020819:R:SR","MOST DISTURBED",0.154674261040973,0.869963603274082,0.748408371235371,0.828125,0.85198084826924,0.690630416763933
"321","26834-ORDEQ:20020807:R:SR","MOST DISTURBED",0.617933904368119,1,0.560931324332723,0.96875,0.560618071352029,0.741646660010574
"322","26890-ORDEQ:20020724:R:SR","MOST DISTURBED",0.649818538130697,0.437484824422503,0.6584193887221,0.97265625,0.604689707477015,0.664613741750463
"323","26934-ORDEQ:20020716:R:SR","MOST DISTURBED",0.599360331302539,0.0956588986645899,0.864644140315013,0.9296875,0.271543094047367,0.552178792865902
"324","28337-ORDEQ:20160919:R:SR","MOST DISTURBED",0.690725700272694,0,0.977130368456602,0.984375,0,0.530446213745859
"325","29026-ORDEQ:20020812:R:SR","MOST DISTURBED",0.617764024126665,0.956321720060433,0.662168929660153,0.87890625,0.773813333744527,0.777794851518356
"326","29875-ORDEQ:20030818:R:SR","MOST DISTURBED",0.18631728734904,0.875897825338873,0.973380827518549,0.93359375,0.88472536563483,0.770783011168258
"327","29955-ORDEQ:20030827:R:SR","MOST DISTURBED",0.769255673221919,0.763111209242689,0.669668011536259,0.96484375,0.882804917750596,0.809936712350293
"328","29986-ORDEQ:20030715:R:SR","MOST DISTURBED",1,0.820422078299693,0.830898271872536,0.921875,0.649525118058714,0.844544093646189
"329","29989-ORDEQ:20030825:R:SR","MOST DISTURBED",0.231343101567164,0.809702413065002,0.335958868049545,0.78515625,0.496811630868044,0.531794452709951
"330","30336-ORDEQ:20030930:R:SR","MOST DISTURBED",0.754536494079095,0.95839905539524,0.572179947146882,0.9296875,0.329774950030693,0.708915589330382
"331","30346-ORDEQ:20030811:R:SR","MOST DISTURBED",0.152073205788497,0.475055256423162,0.827148730934483,0.22265625,0.868757458135,0.509138180256228
"332","30348-ORDEQ:20030714:R:SR","MOST DISTURBED",0.394488535226126,0.737157729502448,0.163479984899109,0.828125,0.823445459339829,0.589339341793502
"333","30356-ORDEQ:20030925:R:SR","MOST DISTURBED",0.864056398185911,0.810429940400627,0.819649649058377,0.95703125,0.882103689991031,0.866654185527189
"334","30365-ORDEQ:20030701:R:SR","MOST DISTURBED",0.0964544147366293,0.945022212636219,0.504688210261929,0.625,0.878216104434552,0.609876188413866
"335","30407-ORDEQ:20030623:R:SR","MOST DISTURBED",0.433455287499077,0.312726667497174,0.677167093412365,0.56640625,0.797154703992541,0.557382000480231
"336","30413-ORDEQ:20030825:R:SR","MOST DISTURBED",0.869496341028899,0.161958893730493,0.662168929660153,0.94140625,0.779697127973335,0.682945508478576
"337","30429-ORDEQ:20030721:R:SR","MOST DISTURBED",0.765744814898548,0.497508822129693,0.347207490863704,0.6796875,0.876411940550647,0.633312113688518
"338","31367-ORDEQ:20040819:R:SR","MOST DISTURBED",0.0779299181852473,0.797918107630081,0,0.125,0.873155107602017,0.374800626683469
"339","31400-ORDEQ:20040816:R:SR","MOST DISTURBED",0.343879323738898,0.759549501244608,0.414699227748658,0.984375,0.791173125490729,0.658735235644579
"340","31401-ORDEQ:20040823:R:SR","MOST DISTURBED",0.568321323630751,0.71340378888103,0.958382663766337,0.21875,0.73493747817973,0.63875905089157
"341","31499-ORDEQ:20070723:R:SR","MOST DISTURBED",0.639731426904838,0.701283942242178,0.830898271872536,0.91796875,0.500119558301668,0.718000389864244
"342","31532-ORDEQ:20040608:R:SR","MOST DISTURBED",0.876023517417189,0.59981053291088,0.984629450332708,0.984375,0,0.688967700132155
"343","31534-ORDEQ:20040608:R:SR","MOST DISTURBED",0.714274876854622,0.643558445195921,0.673417552474312,0.9765625,0.98741294731999,0.799045264368969
"344","31925-ORDEQ:20040812:R:SR","MOST DISTURBED",0.0534898141148075,0.952172295610431,0.170979066775215,0,0.768540911456847,0.38903641759146
"345","31928-ORDEQ:20040812:R:SR","MOST DISTURBED",0,0.0867012735866438,0.797152403430059,0,0.777350305421225,0.332240796487586
"346","32448-ORDEQ:20050721:R:SR","MOST DISTURBED",0.145296871712741,0.723096189075924,0.737159748421212,0.24609375,0.916233044087822,0.55357592065954
"347","32513-ORDEQ:20050804:R:SR","MOST DISTURBED",0.0356259629468555,0.120347732319321,0.00599926550088472,0.97265625,0.863646247756868,0.399655091704786
"348","32608-ORDEQ:20050922:R:SR","MOST DISTURBED",0.487722586852269,0.00538619826269948,0.733410207483159,0.6953125,0.00619357656756514,0.385605013833139
"349","32609-ORDEQ:20050919:R:SR","MOST DISTURBED",0.409415345775172,0.51238221393217,0.129734116456632,0.03125,0.967733642142968,0.410103063661388
"350","33091-ORDEQ:20160920:R:SR","MOST DISTURBED",0.487650859639211,0.0246279100349936,0.883391845005278,0.9296875,0,0.465071622935897
"351","33151-ORDEQ:20140929:R:SR","MOST DISTURBED",0.688773965054217,0.806630282868631,0.699664339040683,0.91015625,0.610925877464398,0.743230142885586
"352","33311-ORDEQ:20060809:R:SR","MOST DISTURBED",0.678837858487427,0.810333049864259,0.710912961854841,0.97265625,0.686321956647918,0.771812415370889
"353","33333-ORDEQ:20060911:R:SR","MOST DISTURBED",0.474570081047294,0.8866694379443,0.39220198212034,0.85546875,0.915161821781754,0.704814414578738
"354","33350-ORDEQ:20060928:R:SR","MOST DISTURBED",0.717589429121203,0.580445642472196,0.575929488084935,0.56640625,0.63609783977821,0.615293729891309
"355","33356-ORDEQ:20060816:R:SR","MOST DISTURBED",0.583957856077424,0.82572998761449,0.834647812810589,0.3515625,0.886117249881202,0.696403081276741
"356","33378-ORDEQ:20060913:R:SR","MOST DISTURBED",0.533748806936731,0.835305160752289,0.429697391500869,0.69921875,0.882375019325134,0.676069025703005
"357","33379-ORDEQ:20060824:R:SR","MOST DISTURBED",0.595094449683818,0.917972444524259,0.598426733713253,0.6015625,0.849724762474963,0.712556178079259
"358","33399-ORDEQ:20090910:R:SR","MOST DISTURBED",0.385952996872209,0.991555685848423,0.328459786173439,0.59375,0.677875509714873,0.595518795721789
"359","33425-ORDEQ:20060814:R:QCFR","MOST DISTURBED",0.693119124118949,0.521040706042588,0.564680865270776,0.94921875,0.595516485541909,0.664715186194844
"360","33477-ORDEQ:20060712:R:SR","MOST DISTURBED",0.0387630847390297,0.703978670042305,0.264717590226539,0.59765625,0.918836220004295,0.504790363002434
"361","33478-ORDEQ:20060713:R:SR","MOST DISTURBED",0,1,0.444695555253081,0.52734375,0.827488971169478,0.559905655284512
"362","33480-ORDEQ:20060712:R:SR","MOST DISTURBED",0.00506261995113728,1,0.283465294916804,0.6875,0.839731385961773,0.563151860165943
"363","33481-ORDEQ:20060925:R:SR","MOST DISTURBED",0.0487822438683079,0.203498624411159,0.774655157801742,0.64453125,0.737647247763173,0.481822904768876
"364","33491-ORDEQ:20060718:R:SR","MOST DISTURBED",0.294312044399252,0.224115965169454,0.553432242456617,0.57421875,0.617215784754964,0.452658957356057
"365","33492-ORDEQ:20060810:R:SR","MOST DISTURBED",0.18273470181261,0.998699338953628,0.403323501851853,0.515293961864407,0.867572176573857,0.593524736211271
"366","33496-ORDEQ:20060718:R:SR","MOST DISTURBED",0,0.312880161328433,0.159730443961056,0.375,0.859272383653555,0.341376597788609
"367","33499-ORDEQ:20060803:R:SR","MOST DISTURBED",0,0.46001201692458,0,0.61328125,0.897796744399173,0.394218002264751
"368","33502-ORDEQ:20060719:R:SR","MOST DISTURBED",0.0378985830658554,0.0714466525953821,0.920887254385807,0,0.847822814318054,0.37561106087302
"369","33505-ORDEQ:20060726:R:SR","MOST DISTURBED",0.500059667498268,0.149325447624453,0.890890926881384,0.8984375,0.581227648531689,0.603988238107159
"370","33506-ORDEQ:20060727:R:SR","MOST DISTURBED",0,0,0,0,0.854192887093695,0.170838577418739
"371","33512-ORDEQ:20060808:R:SR","MOST DISTURBED",0.0587108002021443,0.166581957966734,0.875892763129172,0,0.943937707166392,0.409024645692888
"372","33520-ORDEQ:20060731:R:SR","MOST DISTURBED",0.313602889595413,0.464113476825085,0.118485493642474,0.45703125,0.923242678865277,0.45529515778565
"373","33521-ORDEQ:20060731:R:SR","MOST DISTURBED",0,0.155298596633532,0.268467131164592,0.0390625000000001,0.85617235791749,0.263800117143123
"374","33523-ORDEQ:20060717:R:SR","MOST DISTURBED",0.513589684950918,0.172797567206668,0.920887254385807,0.9765625,0.659790704845402,0.648725542277759
"375","33525-ORDEQ:20060803:R:SR","MOST DISTURBED",0.0356674892280997,0.55249090478173,0.590927651837147,0.9609375,0.876822458309387,0.603369200831273
"376","33691-ORDEQ:20060809:R:SR","MOST DISTURBED",0.627922862565583,0.192254628533266,0.935885418138019,0.92578125,1,0.736368831847374
"377","33830-ORDEQ:20060821:T:SR","MOST DISTURBED",0.797282137945266,0,0.737159748421212,0.6796875,0.634224962621383,0.569670869797572
"378","33846-ORDEQ:20060829:R:SR","MOST DISTURBED",0.20829979059312,0.49747393011288,0.545933160580511,0,0.721128753140569,0.394567126885416
"379","33885-ORDEQ:20060920:T:SR","MOST DISTURBED",0.32145513186704,0.519281254364873,1,0.90625,0.884714794362073,0.726340236118797
"380","33888-ORDEQ:20060911:R:SR","MOST DISTURBED",0.58098306429375,0.264711098846196,0.898390008757489,0.98828125,0.00972438166848777,0.548417960713184
"381","33889-ORDEQ:20060913:R:SR","MOST DISTURBED",0.322840599614005,0.402034876810109,0.540779606515874,0.632210214757709,0.851690138268415,0.549911087193222
"382","33905-ORDEQ:20060905:R:SR","MOST DISTURBED",0.52085678416865,0.380774072053493,0.92463679532386,1,0.574383630360765,0.680130256381354
"383","33937-ORDEQ:20060927:R:SR","MOST DISTURBED",0.74090832359805,0.110265249463045,0.845896435624748,0.93359375,0.563529576057255,0.638838666948619
"384","34634-ORDEQ:20070821:R:SR","MOST DISTURBED",0.585290472193714,0.516783187151424,0.879642304067225,0.984375,0.597574359971988,0.71273306467687
"385","34652-ORDEQ:20070912:R:SR","MOST DISTURBED",0.381634263622814,0.272194895238889,0.909638631571648,0.95703125,0.0553341379796546,0.515166635682601
"386","34673-ORDEQ:20070904:R:SR","MOST DISTURBED",0.85373900485497,0.537651170519214,0.958382663766337,0.98046875,0.700325369293692,0.806113391686842
"387","34684-ORDEQ:20070911:R:SR","MOST DISTURBED",0.563609978267774,0.516387781098008,0.665918470598206,0.984375,0.31138181637247,0.608334609267292
"388","34690-ORDEQ:20080806:R:SR","MOST DISTURBED",0.807984593156834,0.698996711112908,0.928386336261913,0.95703125,0.361283509423082,0.750736479990948
"389","34846-ORDEQ:20080604:R:SR","MOST DISTURBED",0.000377700403498208,0.583409602493229,0,0,0.861623610902647,0.289082182759875
