"","SAMPLEID","ReferenceSite","pt_tv_intol_resid","nt_habitat_rheo_resid","pt_ti_stenocold_cold_cool_resid","pi_EPTNoHydro_resid","MMI.2024"
"211","38606-ORDEQ:20160927:R:SR","REFERENCE",0.648026148804053,0.884440953713315,0.682169490012345,0.416282777164002,0.657729842423429
"212","505BMCMCR:20100804:T:QCFR","REFERENCE",0.81521446498314,0.783164778958528,0.839997936992398,0.654752815604063,0.773282499134532
"213","505PS0110:20100803:T:SR","REFERENCE",0.797532032957342,0.712115659301411,0.648165598353918,0.46368600719437,0.65537482445176
"214","526CE0061:20040803:R:SR","REFERENCE",0.721403966056773,0.701334301387855,0.865335186263233,0.784618325812008,0.768172944879967
"215","526PNCAMF:20130625:T:SR","REFERENCE",0.659634106525166,0.642974898762408,0.659075507475471,0.595075236559171,0.639189937330554
"216","526PS0076:20080826:T:SR","REFERENCE",0.637647526679483,0.896550217496742,0.656782512790221,0.423689927433759,0.653667546100051
"217","526PS1612:20150804:T:SR","REFERENCE",0.655155229263371,0.401696638462019,0.759448428101215,1,0.704075073956651
"218","PIBO:0904:20000820:R:SR","REFERENCE",0.647977942607175,0.521483850896301,0.699396587099936,0.47711155456534,0.586492483792188
"219","PIBO_1432:20100804:R:SR","REFERENCE",0.675139543978319,0.748826478888774,0.408550922021764,0.972337423208704,0.70121359202439
"220","dfw_2150:20090922:R:SR","REFERENCE",0.759251823784382,0.658442265604294,0.615581325632782,0.443686239514386,0.619240413633961
"221","dfw_8008:20090818:R:SR","REFERENCE",0.966113989277776,0.757743724040095,0.944751885337835,0.928815728501551,0.899356331789314
"222","11494-ORDEQ:20180814:R:SR","MOST DISTURBED",0.272874019618564,0.34491646503686,0,0.653212261932758,0.317750686647046
"223","11972-ORDEQ:20080722:R:SR","MOST DISTURBED",0.494919622493361,0.324054594427038,0.394517764786411,0.267767162256898,0.370314785990927
"224","130068","MOST DISTURBED",0.712860189743486,0.422949299214168,0.286735025971181,0.170082349385337,0.398156716078543
"225","13062-ORDEQ:20180911:R:SR","MOST DISTURBED",0.513479579911921,0.655043738382576,0.186782287737477,0.238400316825255,0.398426480714307
"226","13082-ORDEQ:20140818:R:SR","MOST DISTURBED",0.122619101551802,0.27398671782688,0.272426683264521,0.183630200283134,0.213165675731584
"227","131139","MOST DISTURBED",0.612746751399772,0.308340776494141,0.585549553217285,0.0615663163457026,0.392050849364225
"228","13141-ORDEQ:20000705:R:SR","MOST DISTURBED",0.896049466861401,0.538409702079544,0.604281100373784,0.609249830391498,0.661997524926557
"229","13181-ORDEQ:20050617:R:SR","MOST DISTURBED",0.926130888442254,0.753916992950219,0.82290985526566,0.369617279454308,0.71814375402811
"230","13196-ORDEQ:20000627:R:SR","MOST DISTURBED",0.615117829096635,0.419839017388527,0.28757076211721,0.307186465984373,0.407428518646686
"231","13198-ORDEQ:19980806:R:SR","MOST DISTURBED",0.923123838981854,0.521418063928624,0.62388621516049,1,0.767107029517742
"232","13222-ORDEQ:19980709:R:SR","MOST DISTURBED",0.989261191886626,0.586611409584318,1,0.906215309471961,0.870521977735726
"233","13229-ORDEQ:20070815:R:SR","MOST DISTURBED",1,0.944499128776786,1,0.99023585642219,0.983683746299744
"234","145608","MOST DISTURBED",0.628412940369952,0.54019313461405,0.677432678347452,0.627217249475213,0.618314000701667
"235","146644","MOST DISTURBED",0.40770503640425,0.234221075214709,0.176428285498343,0.560620711408585,0.344743777131472
"236","146662","MOST DISTURBED",0.962707135292255,0.483313281168176,0.534288784571483,0.613840028539709,0.648537307392906
"237","149517","MOST DISTURBED",0.902192974449822,0.568014069288929,0.933343521996853,1,0.850887641433901
"238","150903","MOST DISTURBED",0.726496476510959,0.577136541205121,0.714464034996219,0.569947782229245,0.647011208735386
"239","151252","MOST DISTURBED",0.630233318490335,0.806705983108181,0.850263744041436,0.460172197472875,0.686843810778207
"240","153659","MOST DISTURBED",1,0.580544061786514,1,1,0.895136015446629
"241","158395","MOST DISTURBED",0.209911682204466,0,0,0.0712964269048847,0.0703020272773376
"242","158402","MOST DISTURBED",0.528575651020081,0.492077227987225,0.357751254428435,1,0.594601033358935
"243","158419","MOST DISTURBED",0.464153859467121,0.323515274622789,0.215996581884243,0.482056961085016,0.371430669264792
"244","167710","MOST DISTURBED",0.421632146198188,0.458480055636155,0.00453610039069567,0.776787439821935,0.415358935511743
"245","16997-ORDEQ:19980727:R:SR","MOST DISTURBED",0.257556962382528,0.28685991383626,0,0.3027702599652,0.211796784045997
"246","17020-ORDEQ:19980818:R:SR","MOST DISTURBED",0.285084877197765,0.0258015497260135,0.129938915852508,0.0445631903774916,0.121347133288444
"247","171857","MOST DISTURBED",0.526082230105081,0.538299386665039,0.163397519482328,1,0.556944784063112
"248","185011","MOST DISTURBED",0.955832447077044,1,0.88653930323419,0.855016234283563,0.924346996148699
"249","185193","MOST DISTURBED",0.774697632169375,0.871482581642409,0.841940092478636,0.684497223492257,0.793154382445669
"250","210782","MOST DISTURBED",0.993951345145577,0.795046256658361,1,1,0.947249400450985
"251","21794-ORDEQ:20000725:R:SR","MOST DISTURBED",0.730851172976009,0.566080485218013,0.415291949370989,0.511060272237388,0.555820969950599
"252","21798-ORDEQ:19990914:R:SR","MOST DISTURBED",1,0.614824576844105,0.803549242242976,1,0.85459345477177
"253","21810-ORDEQ:19990824:R:SR","MOST DISTURBED",0.533356339818664,0.512329299500197,0.369495454256399,0.217337602982194,0.408129674139364
"254","21838-ORDEQ:19990805:R:SR","MOST DISTURBED",0.946863702180474,0.232713431216467,0.966371617834879,1,0.786487187807955
"255","21839-ORDEQ:20000912:R:SR","MOST DISTURBED",0.830123715318164,0.48899452501521,0.792777332213577,0.712216607218994,0.706028044941486
"256","23846-ORDEQ:20000628:R:SR","MOST DISTURBED",0.935316612772905,0.255953211872296,0.655071404693821,0.5742282407661,0.605142367526281
"257","23850-ORDEQ:20000802:R:SR","MOST DISTURBED",0.724049113200051,0.669020088537012,0.755095334565875,0.598498041412768,0.686665644428926
"258","23860-ORDEQ:20000724:R:SR","MOST DISTURBED",0.351912453943123,0.131165027847065,0.503669858062825,0.163290113758086,0.287509363402774
"259","23862-ORDEQ:20000801:R:SR","MOST DISTURBED",0.119810266498732,0,0.00255992404525953,0.156908119267046,0.0698195774527594
"260","23864-ORDEQ:20000706:R:SR","MOST DISTURBED",0.718139106243357,0.615817415574655,0.520765643311449,0.69076009959596,0.636370566181355
"261","24135-ORDEQ:20000814:R:SR","MOST DISTURBED",0.82696920014351,0.689587784708152,0.551083548317886,0.30165023816837,0.592322692834479
"262","24136-ORDEQ:20000814:R:SR","MOST DISTURBED",0.652718945009672,0.673353032873423,0.334345807362423,0.437113617395988,0.524382850660377
"263","24413-ORDEQ:20000628:R:SR","MOST DISTURBED",0.631812260833205,0.816628241779539,0.504190785510171,0.378339160260921,0.582742612095959
"264","24418-ORDEQ:20000816:T:SR","MOST DISTURBED",0.0229946716693471,0.147111733877252,0,0.614610805265933,0.196179302703133
"265","24431-ORDEQ:20000814:R:SR","MOST DISTURBED",0.444401527640055,0.512905391109282,0.407475546764086,0.19399491981538,0.389694346332201
"266","25124-ORDEQ:20020724:R:QCFR","MOST DISTURBED",0.680801626332007,0.731213467781569,0.749154594488054,0.47482073770872,0.658997606577588
"267","25282-ORDEQ:20010827:R:SR","MOST DISTURBED",0.0481164267625027,0.024937412312387,0.287226244151178,0.110962009346409,0.117810523143119
"268","25295-ORDEQ:20010709:R:SR","MOST DISTURBED",1,0.50225382497536,0.939246445721636,0.486940805546446,0.73211026906086
"269","25356-ORDEQ:20010905:R:SR","MOST DISTURBED",0.627555995626547,0.733998931997834,0.784531846323652,0.47628496132604,0.655592933818518
"270","25363-ORDEQ:20010919:R:SR","MOST DISTURBED",0.721885237146646,0.840649423288116,0.832401682457795,0.390817842133901,0.696438546256615
"271","25377-ORDEQ:20010702:R:SR","MOST DISTURBED",0.834715994971247,0.69676747960222,0.885916891795032,0.784027445635819,0.800356953001079
"272","25381-ORDEQ:20010703:T:SR","MOST DISTURBED",0.0259560066502273,0.0577470551765707,0.321691888198031,0,0.101348737506207
"273","25412-ORDEQ:20010717:R:SR","MOST DISTURBED",0.762098074271686,0.750377706734834,0.695844026717251,0.236666699597515,0.611246626830322
"274","25780-ORDEQ:20010703:R:SR","MOST DISTURBED",0.535391822418739,0.590077152190033,0.425635726735052,0.200535174675521,0.437909969004836
"275","26802-ORDEQ:20020819:R:SR","MOST DISTURBED",0.223800148638498,0.174160460650592,0,0.0556581488335661,0.113404689530664
"276","26814-ORDEQ:20020819:R:SR","MOST DISTURBED",0.306502009994356,0.0803862296867594,0.22889179339978,0.107494354620087,0.180818596925246
"277","26834-ORDEQ:20020807:R:SR","MOST DISTURBED",0.833786539303882,0.52099518817302,0.952380073323906,0.638056875060148,0.736304668965239
"278","26890-ORDEQ:20020724:R:SR","MOST DISTURBED",0.525869377100141,0.750579951661427,0.57172683708711,0.33651842893604,0.54617364869618
"279","26934-ORDEQ:20020716:R:SR","MOST DISTURBED",0.475641737142887,0.6850372738598,0.271808010032205,0.593183716601916,0.506417684409202
"280","28337-ORDEQ:20160919:R:SR","MOST DISTURBED",0.468898077369116,0.531533374575367,0.303667977313982,0.243124581372411,0.386806002657719
"281","29026-ORDEQ:20020812:R:SR","MOST DISTURBED",0.770176696190378,0.399142619900463,0.762079444643551,0.92553600067042,0.714233690351203
"282","29875-ORDEQ:20030818:R:SR","MOST DISTURBED",0.333213700031679,0.057661254298622,0.47626674110615,0.101946359220477,0.242272013664232
"283","29955-ORDEQ:20030827:R:SR","MOST DISTURBED",0.822205462632653,0.573097771307392,0.739826292809818,0.784556146356424,0.729921418276572
"284","29986-ORDEQ:20030715:R:SR","MOST DISTURBED",0.919976576380881,1,0.965200329977769,0.697978671596846,0.895788894488874
"285","29989-ORDEQ:20030825:R:SR","MOST DISTURBED",0.427443392662173,0.183586299956674,0.337004546293472,0.243564604945125,0.297899710964361
"286","30346-ORDEQ:20030811:R:SR","MOST DISTURBED",0.185803568035272,0.145129120733222,0.0879491268379902,0.158680821683193,0.144390659322419
"287","30348-ORDEQ:20030714:R:SR","MOST DISTURBED",0.717491196716043,0.339924692530485,0.370999459475747,0.187777012691887,0.404048090353541
"288","30356-ORDEQ:20030925:R:SR","MOST DISTURBED",0.960505295213643,0.843254092797274,0.911625224064363,0.664226720188418,0.844902833065924
"289","30365-ORDEQ:20030701:R:SR","MOST DISTURBED",0.0657611836560085,0.0331926824978834,0.0947704159889409,0.334833563126099,0.132139461317233
"290","30407-ORDEQ:20030623:R:SR","MOST DISTURBED",0.361905563561854,0.518764365346353,0.128430955718675,0.309562677331194,0.329665890489519
"291","30413-ORDEQ:20030825:R:SR","MOST DISTURBED",0.52234443777659,0.756564562898352,0.169944030251153,0.541469809630734,0.497580710139207
"292","30429-ORDEQ:20030721:R:SR","MOST DISTURBED",0.52962186508422,0.594679756428569,0.520162163871052,0.455073051333684,0.524884209179381
"293","31367-ORDEQ:20040819:R:SR","MOST DISTURBED",0.145902631252594,0,0.26716812571072,0.0562070225546396,0.117319444879488
"294","31400-ORDEQ:20040816:R:SR","MOST DISTURBED",0.446255653279412,0.525438447923937,0.546614809592895,0.304533716422799,0.455710656804761
"295","31401-ORDEQ:20040823:R:SR","MOST DISTURBED",0.750629710046652,0.564677028000137,0.60134931191121,0.265087095090524,0.545435786262131
"296","31499-ORDEQ:20070723:R:SR","MOST DISTURBED",0.848409574456192,0.825171557769577,0.800814743938205,0.707053579911653,0.795362364018907
"297","31925-ORDEQ:20040812:R:SR","MOST DISTURBED",0.777166142926412,0.0642342144129093,0.945078791664029,0.0524266863210596,0.459726458831102
"298","31928-ORDEQ:20040812:R:SR","MOST DISTURBED",0,0,0,0.00619689358133807,0.00154922339533452
"299","32448-ORDEQ:20050721:R:SR","MOST DISTURBED",0.157296323844868,0.00884974769699843,0.286546157520746,0.130659263220275,0.145837873070722
"300","32513-ORDEQ:20050804:R:SR","MOST DISTURBED",0,0.0598215978326884,0.0504276626544122,0,0.0275623151217752
"301","32608-ORDEQ:20050922:R:SR","MOST DISTURBED",0.0497306049985054,0.298332716944834,0.0664869992467527,0.291736889521601,0.176571802677923
"302","32609-ORDEQ:20050919:R:SR","MOST DISTURBED",0.537107073347066,0.168751941022751,0.086708028113106,0.147294003460556,0.23496526148587
"303","33091-ORDEQ:20160920:R:SR","MOST DISTURBED",0.0564352169627967,0.370114344300163,0.0288314186949034,0.2833487037644,0.184682420930566
"304","33151-ORDEQ:20140929:R:SR","MOST DISTURBED",0.720765739396049,0.744101985376297,0.921793421370289,0.554243521635562,0.735226166944549
"305","33311-ORDEQ:20060809:R:SR","MOST DISTURBED",0.645831028641612,0.778403950653375,0.941211616686194,0.516128318334191,0.720393728578843
"306","33333-ORDEQ:20060911:R:SR","MOST DISTURBED",0.589572951604133,0.382625950895331,0.882405074406609,0.325477073346422,0.545020262563124
"307","33350-ORDEQ:20060928:R:SR","MOST DISTURBED",0.751805908149427,0.606477377146521,0.617048407672614,0.436553816632994,0.602971377400389
"308","33356-ORDEQ:20060816:R:SR","MOST DISTURBED",0.768410245828896,0.541155330173904,0.726516863446622,0.476146692218664,0.628057282917022
"309","33378-ORDEQ:20060913:R:SR","MOST DISTURBED",0.554998787869195,0.511072929501662,0.635256401098463,0.353585627873859,0.513728436585795
"310","33379-ORDEQ:20060824:R:SR","MOST DISTURBED",0.665958779864106,0.605126013318828,0.966442228408557,0.294268180809522,0.632948800600253
"311","33399-ORDEQ:20090910:R:SR","MOST DISTURBED",0.649836875754715,0.300437902771648,0.988888090411237,0.225526580359772,0.541172362324343
"312","33425-ORDEQ:20060814:R:QCFR","MOST DISTURBED",0.632234033660246,0.633109356798395,0.627421757788502,0.676689011498518,0.642363539936415
"313","33477-ORDEQ:20060712:R:SR","MOST DISTURBED",0.0792381069341616,0.0934739278910117,0.402002058023633,0.0314610550427528,0.15154378697289
"314","33478-ORDEQ:20060713:R:SR","MOST DISTURBED",0.118549787963777,0.0772024042514473,0.546318245183446,0.043507278218195,0.196394428904216
"315","33480-ORDEQ:20060712:R:SR","MOST DISTURBED",0.0401619000055492,0.0477972176515866,0.567146585609976,0.0451854196946469,0.17507278074044
"316","33481-ORDEQ:20060925:R:SR","MOST DISTURBED",0,0.187634262805613,0.098781368152998,0.0651028954902912,0.0878796316122256
"317","33491-ORDEQ:20060718:R:SR","MOST DISTURBED",0.377389083434639,0.530313776381667,0.241521345754375,0.174795686890573,0.331004973115313
"318","33492-ORDEQ:20060810:R:SR","MOST DISTURBED",0.519098280783218,0.212479745605912,0.791529938081876,0.419662561590502,0.485692631515377
"319","33496-ORDEQ:20060718:R:SR","MOST DISTURBED",0.0739541015726962,0.115340894499662,0.410987058062401,0,0.15007051353369
"320","33499-ORDEQ:20060803:R:SR","MOST DISTURBED",0.0648086377164162,0.0157260752011759,0.140034349755599,0,0.0551422656682977
"321","33502-ORDEQ:20060719:R:SR","MOST DISTURBED",0.279941460918151,0,0.163231962230835,0,0.110793355787247
"322","33505-ORDEQ:20060726:R:SR","MOST DISTURBED",0.360066752147688,0.645578062954589,0.138302224913977,0.582315092328807,0.431565533086265
"323","33506-ORDEQ:20060727:R:SR","MOST DISTURBED",0,0,0,0,0
"324","33512-ORDEQ:20060808:R:SR","MOST DISTURBED",0.0433072201279071,0.0172429121506269,0,0.0129708190302365,0.0183802378271926
"325","33520-ORDEQ:20060731:R:SR","MOST DISTURBED",0.224503169226203,0.160800038227145,0.168379036118716,0.164013218140298,0.17942386542809
"326","33521-ORDEQ:20060731:R:SR","MOST DISTURBED",0,0.106932408460685,0.0760671438041865,0,0.0457498880662179
"327","33523-ORDEQ:20060717:R:SR","MOST DISTURBED",0.48037294921393,0.505422328825324,0.536086150022987,0.30698473597969,0.457216541010483
"328","33525-ORDEQ:20060803:R:SR","MOST DISTURBED",0,0.115867957035632,0.231989253787905,0.127127727325803,0.118746234537335
"329","33830-ORDEQ:20060821:T:SR","MOST DISTURBED",0.387616969640304,0.605527438854945,0.147074016273168,0.296833934306577,0.359263089768748
"330","33846-ORDEQ:20060829:R:SR","MOST DISTURBED",0.685296277799498,0.19748910650144,0.370135518338977,0.18773246398252,0.360163341655609
"331","33885-ORDEQ:20060920:T:SR","MOST DISTURBED",0.420683915879748,0.30544806118044,0.414043042155567,1,0.535043754803939
"332","33888-ORDEQ:20060911:R:SR","MOST DISTURBED",0.382060973649397,0.82827264664401,0.339970888941765,0.434523067919191,0.496206894288591
"333","33889-ORDEQ:20060913:R:SR","MOST DISTURBED",0.296631844606559,0.302919999598022,0.505057164132688,0.154112570189492,0.31468039463169
"334","33905-ORDEQ:20060905:R:SR","MOST DISTURBED",0.474187327506233,0.646062225051585,0.255448993858047,0.37816474786104,0.438465823569226
"335","33937-ORDEQ:20060927:R:SR","MOST DISTURBED",0.379029665116588,0.456546471565239,0.0449761110101316,0.466151811028336,0.336676014680074
"336","34634-ORDEQ:20070821:R:SR","MOST DISTURBED",0.808407622644994,0.681234456376429,0.709055607440776,0.485403998079372,0.671025421135393
"337","34652-ORDEQ:20070912:R:SR","MOST DISTURBED",0.57078180543761,0.37478436351423,0.438467261074839,0.624704450104387,0.502184470032766
"338","34673-ORDEQ:20070904:R:SR","MOST DISTURBED",0.776411358532664,1,0.812468603767493,0.691890207893024,0.820192542548295
"339","34684-ORDEQ:20070911:R:SR","MOST DISTURBED",0.527561378105505,0.566080485218013,0.583165126988521,0.540479231253574,0.554321555391403
"340","34690-ORDEQ:20080806:R:SR","MOST DISTURBED",0.84199471526952,0.712343403266986,0.913453533717849,0.622569474221498,0.772590281618963
"341","34846-ORDEQ:20080604:R:SR","MOST DISTURBED",0,0,0.0920675486651387,0.0015734940365228,0.0234102606754154
"342","34850-ORDEQ:20080604:R:SR","MOST DISTURBED",0,0.0594906515891719,0.123869480708571,0,0.0458400330744357
"343","35727-ORDEQ:19980728:R:SR-3","MOST DISTURBED",0.538488225031484,0.615581463160296,0.251830231625342,0.448687876414642,0.463646949057941
"344","35827-ORDEQ:20000627:R:SR","MOST DISTURBED",0.86838181576696,0.525459898143424,0.239040757960473,0.725086140976046,0.589492153211726
"345","35842-ORDEQ:20000628:R:SR","MOST DISTURBED",0.458130067889087,0.187330895415723,0.242272437775202,0.144796754110925,0.258132538797734
"346","35856-ORDEQ:20010610:R:SR","MOST DISTURBED",0.612747933748041,0.192356375409863,0.456987562354079,0.0499697829723649,0.328015413621087
"347","37122-ORDEQ:20180927:R:SR","MOST DISTURBED",0.540260170576043,0.892764263690766,0.61089888354778,0.587439034447741,0.657840588065582
"348","37176-ORDEQ:20120723:R:SR","MOST DISTURBED",0.709241467781274,0.917925371149233,0.990360521851293,0.469372346498922,0.771724926820181
"349","37282-ORDEQ:20140930:R:SR","MOST DISTURBED",0.422901091732648,0.27992229999069,0.612166135667147,0.20338461099166,0.379593534595537
"350","37336-ORDEQ:20180808:R:SR","MOST DISTURBED",0.469793559182083,0.603391609857436,0.175688801534837,0.572219346136138,0.455273329177623
"351","37422-ORDEQ:20180813:R:SR","MOST DISTURBED",0.207646624855816,0.333878794952169,0.0318143297448043,0.667532150369308,0.310217974980524
"352","37434-ORDEQ:20160920:R:SR","MOST DISTURBED",0.259097744076022,0.497994424248619,0.283683523537759,0.222870468631453,0.315911540123463
"353","37727-ORDEQ:20180831:R:SR","MOST DISTURBED",0.363803062923468,0.437538512782524,0.0996376195850032,0.554799119690125,0.36394457874528
"354","37795-ORDEQ:20140820:R:SR","MOST DISTURBED",0.381385478883117,0.319225230725352,0.0843500206402581,0.0745354542925668,0.214874046135324
"355","37796-ORDEQ:20140820:R:SR","MOST DISTURBED",0.305268625857815,0.49524573183719,0.342749830372322,0.229825110542879,0.343272324652551
"356","37797-ORDEQ:20140820:R:SR","MOST DISTURBED",0.275725497560049,0.523042151975511,0.11136951267796,0.317280951364512,0.306854528394508
"357","37847-ORDEQ:20140930:R:SR","MOST DISTURBED",0.578449738528453,0.39253901661548,0.615276323759519,0.148880525893215,0.433786401199167
"358","38024-ORDEQ:20170705:R:SR","MOST DISTURBED",0.723916560954516,0.751373609782453,0.730017982276623,0.551571859886049,0.68922000322491
"359","38564-ORDEQ:20160928:R:SR","MOST DISTURBED",0.675197527967103,0.629088972803083,0.788348239477143,0.301648136814154,0.59857071926537
"360","38568-ORDEQ:20160622:R:SR","MOST DISTURBED",0.332696929884653,0.573722891989589,0.470297016482722,0.399248054975411,0.443991223333094
"361","38847-ORDEQ:20170629:R:SR","MOST DISTURBED",0.583276610087662,0.776117970119455,0.753899760481512,0.636968373576549,0.687565678566295
"362","39503-ORDEQ:20170629:R:SR","MOST DISTURBED",0.372428645050585,0.626931693586086,0.720151716706007,0.533564515072241,0.56326914260373
"363","40718-ORDEQ:20180803:R:SR","MOST DISTURBED",0.493841985380141,0.548669035628558,0.0859445174072086,0.292619878562929,0.355268854244709
"364","dfw_20417:20190910:R:SR","MOST DISTURBED",0.756044299554231,0.72724824149351,0.740627304892885,0.785257578393539,0.752294356083541
"365","dfw_7057:20080814:R:SR","MOST DISTURBED",0.92356024270489,0.755522695094689,0.81173273377387,0.542870572350747,0.758421560981049
"366","dfw_8329:20080929:R:SR","MOST DISTURBED",0.014328460295675,0,0.305577441374523,0.135888273049981,0.113948543680045
