,sample,mean_MMI,sd_MMI,var_MMI,mean_MMI_rescale,sd_MMI_rescale
90,25386-ORDEQ:20010906:R:SR,0.613676652,0.046398579,0.002152828,0.840652948,0.063559697
91,25417-ORDEQ:20010801:R:SR,0.596999752,0.035817741,0.001282911,0.81780788,0.049065398
92,25425-ORDEQ:20010730:R:SR,0.716665814,0.033039452,0.001091605,0.981733992,0.045259524
93,26806-ORDEQ:20020904:R:SR,0.726610658,0.040817327,0.001666054,0.995357066,0.055914147
94,26854-ORDEQ:20020813:R:SR,0.673889622,0.035923736,0.001290515,0.923136469,0.049210598
95,26886-ORDEQ:20020716:R:SR,0.699005203,0.039602503,0.001568358,0.957541374,0.054250005
96,26895-ORDEQ:20020724:R:SR,0.669493767,0.038218917,0.001460686,0.917114749,0.052354681
97,26902-ORDEQ:20020716:R:SR,NA,NA,NA,NA,NA
98,26906-ORDEQ:20020723:R:SR,0.660720896,0.021642455,0.000468396,0.905097117,0.029647198
99,26929-ORDEQ:20020711:R:SR,0.66939364,0.025377046,0.000643994,0.916977589,0.034763076
100,26936-ORDEQ:20030730:R:SR,0.685235849,0.029134681,0.00084883,0.938679245,0.039910522
101,26950-ORDEQ:20020731:R:SR,0.721337832,0.029871655,0.000892316,0.988134017,0.040920075
102,26952-ORDEQ:20020905:R:SR,0.681847602,0.026809827,0.000718767,0.934037811,0.03672579
103,26958-ORDEQ:20020910:R:SR,0.649307851,0.030331872,0.000920022,0.88946281,0.041550509
104,26966-ORDEQ:20020913:R:SR,NA,NA,NA,NA,NA
105,29027-ORDEQ:20020808:R:SR,0.746165648,0.033212549,0.001103073,1.022144724,0.045496642
106,29879-ORDEQ:20030826:R:SR,0.72783326,0.046009538,0.002116878,0.997031863,0.063026765
107,29900-ORDEQ:20030806:R:SR,0.584932758,0.055195149,0.003046504,0.801277751,0.075609793
108,30339-ORDEQ:20030924:R:SR,0.76403679,0.039814463,0.001585191,1.046625739,0.05454036
109,30354-ORDEQ:20030827:R:SR,0.717526815,0.038583343,0.001488674,0.982913445,0.052853894
110,30379-ORDEQ:20030723:R:SR,0.825668774,0.030618844,0.000937514,1.131053115,0.041943622
111,30383-ORDEQ:20030724:R:SR,0.650375207,0.037995885,0.001443687,0.890924941,0.052049157
112,30387-ORDEQ:20030722:R:SR,0.768620938,0.027883757,0.000777504,1.052905395,0.038196928
113,30389-ORDEQ:20030728:R:SR,0.640062216,0.034940658,0.00122085,0.876797556,0.047863915
114,30392-ORDEQ:20030730:R:SR,0.810263451,0.031980395,0.001022746,1.109949932,0.04380876
115,30396-ORDEQ:20030827:R:SR,0.746017252,0.028937951,0.000837405,1.021941441,0.039641029
116,30421-ORDEQ:20030730:R:SR,0.710877591,0.044235991,0.001956823,0.973804919,0.060597249
117,30621-ORDEQ:20030924:R:SR,0.734009747,0.032948637,0.001085613,1.005492804,0.045135119
118,30623-ORDEQ:20030819:R:SR,0.71707119,0.019975147,0.000399006,0.982289302,0.027363215
119,30625-ORDEQ:20030818:R:SR,0.655514896,0.029393342,0.000863969,0.897965611,0.040264852
120,30628-ORDEQ:20030902:R:SR,0.704264123,0.032843283,0.001078681,0.964745374,0.044990798
121,30629-ORDEQ:20030918:R:SR,0.74978195,0.02409058,0.000580356,1.027098562,0.033000795
122,30727-ORDEQ:20030820:R:SR,0.752543738,0.025374638,0.000643872,1.030881833,0.034759778
123,31354-ORDEQ:20040707:R:SR,0.748482319,0.019779207,0.000391217,1.025318246,0.027094804
124,31387-ORDEQ:20040708:R:SR,0.61983084,0.036540644,0.001335219,0.849083342,0.050055676
125,31467-ORDEQ:20070918:R:SR,0.583850604,0.045099667,0.00203398,0.799795348,0.061780366
126,31477-ORDEQ:20040715:R:SR,0.755350066,0.032887504,0.001081588,1.034726118,0.045051376
127,31480-ORDEQ:20040804:R:SR,0.762964384,0.038272999,0.001464822,1.04515669,0.052428766
128,31485-ORDEQ:20040802:R:SR,0.71683611,0.040405918,0.001632638,0.981967274,0.055350572
129,31730-ORDEQ:20040901:R:SR,0.694145624,0.030209813,0.000912633,0.950884417,0.041383305
130,31803-ORDEQ:20040929:R:SR,0.603432108,0.030896487,0.000954593,0.826619326,0.042323955
131,32149-ORDEQ:20050803:R:SR,0.704876689,0.036767179,0.001351825,0.965584505,0.050365998
132,32481-ORDEQ:20050713:R:SR,0.746826392,0.024156351,0.000583529,1.023049852,0.033090892
133,32485-ORDEQ:20050713:R:SR,0.694079658,0.022774984,0.0005187,0.950794052,0.031198608
134,32486-ORDEQ:20050713:R:SR,0.700072678,0.032723559,0.001070831,0.959003669,0.044826793
135,32487-ORDEQ:20050713:R:SR,0.730803173,0.026407118,0.000697336,1.001100237,0.036174135
136,32488-ORDEQ:20050728:R:SR,0.638382158,0.029105675,0.00084714,0.874496107,0.039870788
137,32489-ORDEQ:20050728:R:SR,0.694811196,0.028621922,0.000819214,0.951796159,0.039208112
138,32490-ORDEQ:20050729:R:SR,0.628044646,0.046987233,0.0022078,0.860335131,0.064366072
139,32556-ORDEQ:20050803:R:SR,0.658627812,0.026248583,0.000688988,0.90222988,0.035956964
140,32576-ORDEQ:20050907:R:SR,0.654054111,0.052054769,0.002709699,0.895964535,0.071307903
141,32577-ORDEQ:20050907:R:SR,0.656958014,0.032269203,0.001041301,0.899942485,0.044204388
142,32585-ORDEQ:20050915:R:SR,0.669615171,0.036730077,0.001349099,0.917281056,0.050315174
143,33336-ORDEQ:20060818:R:SR,0.705623037,0.046925063,0.002201962,0.9666069,0.064280909
144,33342-ORDEQ:20060906:R:SR,0.697816752,0.030557768,0.000933777,0.955913359,0.041859956
145,33419-ORDEQ:20060919:R:SR,0.721970563,0.041221699,0.001699228,0.989000771,0.056468081
146,34468-ORDEQ:20070924:R:SR,0.737687602,0.038567924,0.001487485,1.010530962,0.052832773
147,34470-ORDEQ:20070731:R:SR,0.774280589,0.029153795,0.000849944,1.060658342,0.039936706
148,34471-ORDEQ:20070905:R:SR,NA,NA,NA,NA,NA
149,34477-ORDEQ:20070821:R:SR,0.782081285,0.03169206,0.001004387,1.071344226,0.04341378
150,34614-ORDEQ:20070827:R:SR,0.681852324,0.039815218,0.001585252,0.93404428,0.054541395
151,34636-ORDEQ:20070816:R:SR,0.629558725,0.032749003,0.001072497,0.862409213,0.044861648
152,34643-ORDEQ:20070918:R:SR,0.672541287,0.02576202,0.000663682,0.921289434,0.035290438
153,34661-ORDEQ:20070912:R:SR,0.687773114,0.034174342,0.001167886,0.94215495,0.046814167
154,35619-ORDEQ:20000703:R:SR,0.66242458,0.030621582,0.000937681,0.907430931,0.041947372
155,35622-ORDEQ:20000706:R:SR,0.654608618,0.034554648,0.001194024,0.896724135,0.047335134
156,35624-ORDEQ:20000723:R:SR,0.690656987,0.037287599,0.001390365,0.946105462,0.051078902
157,35626-ORDEQ:20000728:R:SR,0.75434775,0.03357951,0.001127583,1.033353082,0.045999328
158,35627-ORDEQ:20000729:R:SR,0.674494297,0.033735081,0.001138056,0.923964791,0.04621244
159,35629-ORDEQ:20000802:R:SR,0.809605305,0.03305115,0.001092378,1.109048363,0.045275547
160,35634-ORDEQ:20000813:R:SR,0.738144812,0.024369505,0.000593873,1.011157277,0.033382883
161,35694-ORDEQ:20150818:R:SR,0.70475147,0.037651311,0.001417621,0.965412973,0.051577139
162,35696-ORDEQ:19980727:R:SR-1,0.738362664,0.032318235,0.001044468,1.011455705,0.044271555
163,35702-ORDEQ:19980729:R:SR-3,0.692513646,0.03373322,0.00113793,0.94864883,0.046209891
164,35704-ORDEQ:19980728:R:SR-1,0.736607237,0.030340667,0.000920556,1.009051009,0.041562557
165,35708-ORDEQ:19980807:R:SR-2,0.703688076,0.025732844,0.000662179,0.963956268,0.035250471
166,35709-ORDEQ:19980807:R:SR-3,0.728234829,0.041092186,0.001688568,0.997581958,0.056290666
167,35711-ORDEQ:19980808:R:SR-2,0.722744167,0.030168137,0.000910117,0.990060502,0.041326216
168,35713-ORDEQ:19980809:R:SR,0.726978701,0.03447553,0.001188562,0.995861234,0.047226753
169,35714-ORDEQ:19980811:R:SR-1,0.785925442,0.02202866,0.000485262,1.076610195,0.030176246
170,35715-ORDEQ:19980728:R:SR-1,0.740596677,0.027203177,0.000740013,1.014515996,0.037264626
171,35716-ORDEQ:19980811:R:SR-1,0.740656748,0.02729725,0.00074514,1.014598284,0.037393493
172,35717-ORDEQ:19980811:R:SR-1,0.725782267,0.030421875,0.00092549,0.994222283,0.041673802
173,35721-ORDEQ:19980729:R:SR-3,0.73429484,0.029745382,0.000884788,1.005883342,0.040747099
174,35722-ORDEQ:19980729:R:SR-3,0.693293478,0.023028263,0.000530301,0.949717093,0.031545566
175,35733-ORDEQ:19980809:R:SR-1,0.66606263,0.043136406,0.00186075,0.912414561,0.059090968
176,35734-ORDEQ:19980808:R:SR-2,0.677186105,0.050196037,0.002519642,0.927652199,0.068761695
177,35748-ORDEQ:19990704:R:SR,0.754088198,0.026536481,0.000704185,1.032997531,0.036351344
178,35749-ORDEQ:19990703:R:SR,0.657048137,0.023878015,0.00057016,0.900065942,0.03270961
179,35758-ORDEQ:19990808:R:SR,0.66606964,0.025553387,0.000652976,0.912424164,0.03500464
180,35763-ORDEQ:19990805:R:SR,0.722676254,0.032468929,0.001054231,0.989967471,0.044477985
181,35767-ORDEQ:19990817:R:SR,0.669164466,0.032639774,0.001065355,0.916663652,0.04471202
182,35769-ORDEQ:19990816:R:SR,0.649412291,0.034096098,0.001162544,0.889605878,0.046706984
183,35770-ORDEQ:19990819:R:SR,0.592265716,0.036984636,0.001367863,0.811322898,0.050663885
184,35772-ORDEQ:19990817:R:SR,0.627429529,0.036557673,0.001336463,0.859492506,0.050079005
185,35773-ORDEQ:19990818:R:SR,0.719274803,0.031831643,0.001013254,0.985307949,0.043604991
186,35791-ORDEQ:19990809:R:SR,0.69067585,0.022401734,0.000501838,0.946131302,0.030687307
187,35792-ORDEQ:19990811:R:SR,0.663930472,0.022736622,0.000516954,0.909493797,0.031146057
188,35794-ORDEQ:20150819:R:SR,0.700541739,0.033850383,0.001145848,0.959646218,0.046370387
189,35830-ORDEQ:20000720:R:SR,0.69759516,0.035095945,0.001231725,0.955609809,0.048076636
190,35847-ORDEQ:20020613:R:SR,0.700425737,0.023374936,0.000546388,0.959487311,0.03202046
191,35853-ORDEQ:20010613:R:SR,0.628899483,0.034496545,0.001190012,0.861506141,0.047255541
192,35883-ORDEQ:20020816:R:SR,0.70066596,0.038152727,0.001455631,0.959816383,0.052264009
193,35939-ORDEQ:20090812:T:SR,0.823713039,0.040174443,0.001613986,1.128374026,0.055033484
194,35940-ORDEQ:20090813:T:SR,0.742085296,0.043851612,0.001922964,1.0165552,0.060070701
195,35952-ORDEQ:20090818:R:SR,0.692345594,0.032501671,0.001056359,0.948418622,0.044522838
196,35953-ORDEQ:20090818:R:SR,0.760111426,0.025436644,0.000647023,1.041248529,0.034844717
197,37278-ORDEQ:20140915:R:SR,0.782847804,0.029352757,0.000861584,1.072394252,0.040209256
198,38114-ORDEQ:20150630:R:SR,0.794059754,0.025899821,0.000670801,1.087753088,0.035479207
199,38116-ORDEQ:20150706:R:SR,0.718036571,0.038184916,0.001458088,0.983611741,0.052308104
200,38117-ORDEQ:20150820:R:SR,0.74756696,0.031491621,0.000991722,1.024064329,0.043139206
201,38119-ORDEQ:20150819:R:SR,0.759068167,0.01704942,0.000290683,1.039819406,0.02335537
202,38120-ORDEQ:20150707:R:SR,0.662581573,0.029045756,0.000843656,0.90764599,0.039788706
203,38128-ORDEQ:20150929:R:SR,0.611196805,0.042035323,0.001766968,0.837255897,0.057582634
204,38130-ORDEQ:20151005:R:SR,0.708162961,0.045109989,0.002034911,0.970086248,0.061794506
205,38131-ORDEQ:20151006:R:SR,0.774587547,0.032050702,0.001027247,1.061078832,0.043905071
206,38503-ORDEQ:20150729:R:SR,0.723646991,0.045369579,0.002058399,0.991297247,0.062150108
207,38552-ORDEQ:20160802:R:SR,0.643256396,0.03952675,0.001562364,0.881173145,0.054146232
208,38558-ORDEQ:20160720:R:SR,0.617900652,0.029067391,0.000844913,0.846439249,0.039818344
209,38583-ORDEQ:20160818:R:SR,0.701113862,0.02390439,0.00057142,0.960429948,0.03274574
210,38606-ORDEQ:20160927:R:SR,0.646851597,0.041985781,0.001762806,0.886098078,0.057514768
211,505BMCMCR:20100804:T:QCFR,0.695228671,0.031435235,0.000988174,0.952368043,0.043061965
212,505PS0110:20100803:T:SR,0.65448773,0.035661926,0.001271773,0.896558534,0.048851953
213,526CE0061:20040803:R:SR,0.722533107,0.041428987,0.001716361,0.989771379,0.056752037
214,526PNCAMF:20130625:T:SR,0.635035451,0.035368279,0.001250915,0.869911577,0.048449697
215,526PS0076:20080826:T:SR,0.66634095,0.036759923,0.001351292,0.912795822,0.050356059
216,526PS1612:20150804:T:SR,0.638592363,0.06308888,0.003980207,0.874784059,0.086423124
217,PIBO:0904:20000820:R:SR,0.639761301,0.039370133,0.001550007,0.876385344,0.053931689
218,PIBO_1432:20100804:R:SR,0.71676745,0.036241369,0.001313437,0.981873219,0.049645711
219,dfw_2150:20090922:R:SR,0.596329946,0.056149227,0.003152736,0.816890337,0.076916749
220,dfw_8008:20090818:R:SR,0.783545835,0.034356342,0.001180358,1.073350458,0.047063482
