"","sample","mean_OE","sd_OE","var_OE"
"1","103CDCHHR:20100914:T:SR",1.05725659938727,0.0672377985650055,0.00452092155586826
"2","103KLCMSR:20100914:T:SR",0.920849123468938,0.0493993129360362,0.00244029211855243
"3","103PS0281:20150722:T:SR",0.873198092756397,0.0792123647206161,0.00627459872463191
"4","103STCNSR:20110809:T:SR",1.06046059276069,0.0334459516635169,0.00111863168267831
"5","103WER026:20030729:R:SR",0.946442634603691,0.0710192165537657,0.00504372911991066
"6","103WER029:20030730:R:SR",1.01366179400883,0.0616475505342077,0.00380042048686769
"7","103WER030:20110810:T:SR",0.815231094902003,0.0600770802135316,0.00360925556698311
"8","105BVCAGC:20100921:T:SR",1.11846807424597,0.0708924879609286,0.00502574484929041
"9","105FC1297:20140722:T:SR",1.17751519926756,0.054733708194833,0.00299577881275713
"10","105FS0416:20130924:T:SR",1.05541669768747,0.0763501422964958,0.00582934422869516
"11","105FS0425:20110810:T:SR",1.16406666739852,0.0867706477903553,0.0075291453179579
"12","105FS0428:20110803:T:SR",0.967680423565915,0.0865300689796546,0.00748745283762378
"13","105PS0083:20090908:T:SR",0.999395950558172,0.0779794943621535,0.00608080154097712
"14","105PS0275:20150819:T:SR",0.652667985009469,0.0977631394210169,0.00955763142945319
"15","105TMCACC:20100810:T:SR",1.03919399211924,0.0785272996529709,0.00616653679078748
"16","105WLCABC:20110803:T:SR",1.03594990960656,0.0819794199667551,0.0067206252980856
"17","107GWCAPC:20100915:T:SR",1.04576533855403,0.0789486018246795,0.00623288173007179
"18","107WER092:20030812:R:SR",0.914950524242475,0.0821208434941064,0.00674383293618352
"19","11850-ORDEQ:19990729:R:SR",0.972784590519326,0.0527107082921331,0.00277841876865835
"20","119633",1.0219121105107,0.0758559124106555,0.00575411944765303
"21","119663",1.02302391444959,0.0586474222510599,0.00343952013669412
"22","12092-ORDEQ:20070814:R:SR",1.00447584547395,0.0195218707453324,0.000381103437397465
"23","12181-ORDEQ:20000927:R:SR",1.02677686964348,0.0676278118233894,0.00457352093201976
"24","123287",0.922203487482333,0.0748005801555647,0.00559512679160907
"25","123315",1.09223190876937,0.0602756813738658,0.0036331577650838
"26","123444",1.162598210441,0,0
"27","12521-ORDEQ:20070828:R:SR",0.965594562936266,0.0249401561884351,0.000622011390703538
"28","125362",0.921016360836473,0.0716528113921607,0.00513412538040056
"29","126606",0.668209327762675,0.078523269783951,0.00616590389756315
"30","127205",1.06187900382609,0.0435961194350607,0.00190062162979608
"31","12871-ORDEQ:20000811:R:SR",1.18682943066477,0.0573586321741784,0.00329001268489269
"32","12889-ORDEQ:20160627:R:SR",1.06392186085,0.07418855573098,0.00550394180144872
"33","130065",1.10235603095193,0.0558363864538794,0.00311770205222696
"34","130067",0.83727809347084,0.0857892357333799,0.00735979296771742
"35","130119",0.944547247329414,0.0746558478844796,0.00557349562335056
"36","130124",1.03711310611055,0.0546725467370998,0.00298908736672036
"37","131083",0.860303666567436,0.0901466500116664,0.00812641850832587
"38","13200-ORDEQ:19980713:R:SR",0.577430188733553,0.0833014938237909,0.00693913887327507
