"","sample","mean_OE","sd_OE","var_OE"
"1","103CDCHHR:20100914:T:SR",1.10205560783588,0.0468730559377701,0.00219708337294532
"2","103KLCMSR:20100914:T:SR",0.95427928966748,0.0561250257157853,0.00315001851159756
"3","103PS0281:20150722:T:SR",0.934475151897197,0.0740546966633895,0.00548409809790663
"4","103STCNSR:20110809:T:SR",1.09188164736101,0.025627037527017,0.000656745052411137
"5","103WER026:20030729:R:SR",0.966579711935684,0.0514604271800084,0.00264817556554895
"6","103WER029:20030730:R:SR",1.037970230316,0.0395122791041747,0.0015612202000062
"7","103WER030:20110810:T:SR",0.851929600781836,0.033483002384226,0.00112111144866209
"8","105BVCAGC:20100921:T:SR",1.20542671808815,0.0612210185144399,0.00374801310794539
"9","105FC1297:20140722:T:SR",1.20227603289701,0.0447195897504912,0.00199984170745223
"10","105FS0416:20130924:T:SR",1.05841504057863,0.068164811925841,0.00464644158488527
"11","105FS0425:20110810:T:SR",1.21774935351641,0.0888283573455465,0.00789047706870811
"12","105FS0428:20110803:T:SR",1.01889470782149,0.0697435840970733,0.00486416752270554
"13","105PS0083:20090908:T:SR",1.04639724526264,0.0488856475647041,0.00238980653782046
"14","105PS0275:20150819:T:SR",0.702395069581619,0.0729922676539759,0.00532787113726965
"15","105TMCACC:20100810:T:SR",1.08881068139815,0.0589845272418644,0.00347917445394624
"16","105WLCABC:20110803:T:SR",1.09919103780929,0.0871168324068615,0.00758934248860519
"17","107GWCAPC:20100915:T:SR",1.13656532303926,0.0618746746844968,0.0038284753673123
"18","107WER092:20030812:R:SR",0.963965730898322,0.0627208302408941,0.00393390254610705
"19","11850-ORDEQ:19990729:R:SR",0.99687832650742,0.0413407996633301,0.00170906171680359
"20","119633",1.05184259073486,0.0626569031801323,0.00392588751612447
"21","119663",1.02302391444959,0.0494947489063247,0.00244973016930013
"22","12092-ORDEQ:20070814:R:SR",1.01246902196313,0,0
"23","12181-ORDEQ:20000927:R:SR",1.09190823824027,0.0602578193598323,0.00363100479400218
"24","123287",0.918360972951157,0.0725861170984636,0.00526874439543187
"25","123315",1.10756147941876,0.0632787773625298,0.00400420366449661
"26","123444",1.162598210441,0,0
"27","12521-ORDEQ:20070828:R:SR",0.986139128105122,0,0
"28","125362",0.965725892915914,0.0622224680703127,0.00387163553276108
"29","126606",0.713511655068619,0.0456651475166347,0.00208530569771601
"30","127205",1.08235600940951,0.0355116313747745,0.00126107596289787
"31","12871-ORDEQ:20000811:R:SR",1.24674149327044,0.0532533791645803,0.00283592239244656
"32","12889-ORDEQ:20160627:R:SR",1.08580200194717,0.0715960104780336,0.0051259887163707
"33","130065",1.13083017197283,0.025040444812853,0.000627023876425534
"34","130067",0.899145932889868,0.059243393005256,0.00350977961477522
"35","130119",1.00778053585356,0.0351151570259007,0.00123307425295366
"36","130124",1.04497002358109,0.0575672490870532,0.00331398816745083
"37","131083",0.893077139579529,0.0836408175954603,0.00699578636803705
"38","13200-ORDEQ:19980713:R:SR",0.637035885635081,0.0615114361327395,0.00378365677511209
"39","13215-ORDEQ:19980715:R:SR",1.11153737490408,0.0325965441192458,0.00106253468851794
"40","13224-ORDEQ:19980715:R:SR",0.886681221447158,0,0
"41","13226-ORDEQ:19980708:R:SR",1.1341225741888,0.0184696065036318,0.000341126364398997
"42","13231-ORDEQ:19990805:R:SR",1.19740385549692,0,0
"43","13244-ORDEQ:19990909:R:SR",1.09808974637539,0.0587255396279819,0.00344868900459767
"44","134605",0.90058313968756,0.0709519194568302,0.00503417487460852
"45","134734",1.06422310105309,0.0303405077169246,0.000920546408520758
"46","140016",1.0549961516511,0.0617068565293931,0.00380773614273911
"47","143095",0.901539916012833,0.0540763289524765,0.00292424935297645
"48","148021",0.994087609567933,0.0171648453326963,0.000294631915295385
"49","149814",0.877163689870594,0.0601305026098543,0.0036156773441137
"50","149822",0.933036902243105,0.0948412909480072,0.00899487046868455
"51","150509",1.06218354434643,0.0216905443811898,0.000470479715552366
"52","151144",0.837181757385633,0.0945836945153084,0.00894607526816518
"53","151682",1.04774047141058,0.0572072776674659,0.00327267261812254
"54","152645",0.982819232767299,0.09091088858931,0.00826478966409794
"55","153620",0.969797756206339,0.0648120467991499,0.00420060141029519
"56","153706",0.929713783198909,0.07625358265398,0.00581460886756736
"57","155884",0.835642463739441,0.0805259037039777,0.0064844211673423
"58","17007-ORDEQ:19980824:R:SR",1.19216545513528,0.0425385255569541,0.00180952615655963
"59","17010-ORDEQ:19980825:R:SR",1.12494929528967,0.0426910132445971,0.00182252261185036
"60","210808",1.05658446687908,0.0723732789340347,0.00523789150366358
"61","21821-ORDEQ:19980813:R:SR-3",0.930331864035283,0.0659212804486451,0.00434561521598892
"62","21842-ORDEQ:20070806:R:SR",0.934589563808429,0.0452953137321901,0.00205166544609753
"63","21855-ORDEQ:19990727:R:SR",0.961013027206991,0.0487338653904321,0.00237498963589275
"64","21857-ORDEQ:19980808:R:SR-1",1.06985301864816,0.0357311510909917,0.00127671515828727
"65","21864-ORDEQ:19990922:R:SR",1.15092912026984,0.0338269809258161,0.00114426463855553
"66","21868-ORDEQ:19990831:R:SR",1.03458694795533,0.0246852049291167,0.000609359342392488
"67","21876-ORDEQ:19990928:R:SR",0.846435393789201,0.0550650544102826,0.00303216021720738
"68","21878-ORDEQ:19980729:R:SR-3",1.08600558229033,0.0237067705887982,0.000562010971749905
"69","21881-ORDEQ:19990713:R:SR",1.03373021390844,0,0
"70","22946-ORDEQ:20000822:R:SR",1.04429509919856,0.0511223908731981,0.00261349884859205
"71","23844-ORDEQ:20000711:R:SR",0.981470710364159,0.0647679093490444,0.00419488208144604
"72","23856-ORDEQ:20000712:R:SR",0.949008803740237,0.0626634218097684,0.00392670443290896
"73","23901-ORDEQ:20000907:R:SR",1.11516669715561,0.0627123030824164,0.00393283295790086
"74","23903-ORDEQ:20000822:R:SR",1.04622198790768,0,0
"75","23925-ORDEQ:20000828:R:SR",1.09948089249434,0.0501878170657389,0.00251881698182407
"76","23926-ORDEQ:20000823:R:SR",0.877330447276071,0.0484580158292155,0.0023481792981045
"77","24043-ORDEQ:20000816:R:SR",1.10275786483659,0.0661911622755244,0.00438126996338481
"78","24044-ORDEQ:20000913:R:SR",0.83729607523886,0.0593750142506754,0.00352539231726791
"79","24046-ORDEQ:20000803:R:SR",1.00093067635798,0.0582269104831615,0.0033903731044141
"80","24056-ORDEQ:20000913:R:SR",1.06606557381189,0.0479377047778619,0.00229802353936944
"81","24062-ORDEQ:20000912:R:SR",1.10718126339698,0.0703316936842101,0.00494654713648956
"82","24068-ORDEQ:20000808:R:SR",1.02009311505508,0.0638533447662319,0.00407724963783528
"83","24412-ORDEQ:20000821:R:SR",1.06319325684531,0.0762294925468202,0.00581093553394572
"84","24419-ORDEQ:20000815:R:SR",0.867826259255872,0.0615915140324014,0.00379351460080349
"85","24426-ORDEQ:20010719:R:SR",0.899214972673259,0.0907085325691589,0.00822803788085016
"86","24453-ORDEQ:20000829:R:SR",0.960436005998536,0.0869016943887495,0.00755190448763563
"87","24455-ORDEQ:20000828:R:SR",1.18040635402092,0.0801853658545097,0.00642969289722157
"88","25284-ORDEQ:20010807:R:SR",1.01917111544971,0.054471525008178,0.00296714703671656
"89","25374-ORDEQ:20010801:R:SR",0.993016053113256,0.0377584171602444,0.00142569806644704
"90","25386-ORDEQ:20010906:R:SR",0.928635246393259,0.0672973695111572,0.00452893594312123
"91","25417-ORDEQ:20010801:R:SR",1.08847384821856,0.0588520866294834,0.00346356810064422
