"","O","E","OoverE","Onull","Enull","OoverE.null","BC","BC.null"
"108293",9,11.4165404617569,0.788329882432265,7,11.3058252427184,0.61914984972091,0.342550949632648,0.459559798461946
"108295",10,11.3485170045268,0.881172403055931,11,11.3058252427184,0.972949763847145,0.311385487958473,0.319695321001088
"108303",11,10.729975151067,1.02516546824492,11,11.3058252427184,0.972949763847145,0.241270514928637,0.279216539717084
"108304",11,13.2999878330097,0.827068425784474,12,11.3058252427184,1.0613997423787,0.293102796382681,0.277650489481358
"108323",11,13.7769578301284,0.798434613477905,10,11.3058252427184,0.884499785315586,0.309702300822258,0.310549100022784
"109370",8,10.7695495395987,0.742835154858121,9,11.3058252427184,0.796049806784027,0.420419407464803,0.404733444896008
"109845",14,14.0109436722762,0.999218919686485,11,11.3058252427184,0.972949763847145,0.255992235904236,0.290968443960827
"109907",16,13.4900550115171,1.18605891424016,13,11.3058252427184,1.14984972091026,0.218914665764049,0.264629518673857
"109909",12,11.8544672389698,1.01227661759035,11,11.3058252427184,0.972949763847145,0.309921736763705,0.325788900979325
"109910",15,11.9817112669747,1.25190798424133,14,11.3058252427184,1.23829969944182,0.193997313036916,0.230385574525225
"109913",12,9.59876037290231,1.25016143062353,13,11.3058252427184,1.14984972091026,0.164666082741582,0.244258038745756
"109915",9,11.4962853726342,0.782861568609254,9,11.3058252427184,0.796049806784027,0.356468202001345,0.395170929954578
"111019",13,14.4825593197429,0.897631400154403,9,11.3058252427184,0.796049806784027,0.272885294470862,0.342577097776715
"111021",13,13.585730329892,0.956886356811955,10,11.3058252427184,0.884499785315586,0.277692076868524,0.321941216678059
"111040",13,11.1371704512693,1.16726237215112,13,11.3058252427184,1.14984972091026,0.214885006461963,0.247054124226083
"111113",9,13.230449360025,0.680249004028006,8,11.3058252427184,0.707599828252469,0.368850994664552,0.369876791551421
"111116",13,11.3529124054723,1.14508062210836,14,11.3058252427184,1.23829969944182,0.234729549553649,0.247266449261462
"111121",10,9.72221584600746,1.02857210314937,12,11.3058252427184,1.0613997423787,0.248716847470324,0.275567590085399
"111137",12,12.6415987651979,0.949247023488502,13,11.3058252427184,1.14984972091026,0.247489712374094,0.25384461753545
"111138",14,12.2231235898032,1.14537007640822,15,11.3058252427184,1.32674967797338,0.192953261085091,0.227163683336409
"111140",11,13.7203616680705,0.801728137064987,11,11.3058252427184,0.972949763847145,0.287774961650865,0.281828073993471
"111145",14,16.0304952107654,0.873335465681571,12,11.3058252427184,1.0613997423787,0.305322184105908,0.270985211414289
"111148",14,11.0951629921443,1.26181111624159,14,11.3058252427184,1.23829969944182,0.159057084605846,0.230769230769231
"111149",10,11.2900959885613,0.88573206198881,11,11.3058252427184,0.972949763847145,0.264381650645651,0.302285092491839
"113048",12,11.0684477474386,1.0841628631058,12,11.3058252427184,1.0613997423787,0.230359646880107,0.270568631535097
"113100",14,13.6683264870974,1.02426584653327,12,11.3058252427184,1.0613997423787,0.263109250917115,0.265986252863987
"113114",17,16.5228369713006,1.02887900119866,12,11.3058252427184,1.0613997423787,0.284840650372905,0.298896063320142
"113118",11,11.1929720033046,0.982759538463275,11,11.3058252427184,0.972949763847145,0.283763613379965,0.322742110990207
"114305",9,9.16469162836804,0.982029768698572,10,11.3058252427184,0.884499785315586,0.243567807647097,0.300068352699932
"114320",12,10.2536512739992,1.17031481560418,12,11.3058252427184,1.0613997423787,0.230167965218188,0.259320974796917
"119633",11,9.10663196980913,1.20791089795523,13,11.3058252427184,1.14984972091026,0.197552163339846,0.244258038745756
"121254",10,8.60115184900232,1.16263497907666,8,11.3058252427184,0.707599828252469,0.13045632217153,0.351269801357807
"121257",8,10.5387768805076,0.759101373025242,9,11.3058252427184,0.796049806784027,0.328357396342845,0.335883337317715
"121258",11,9.96066082448896,1.1043443998169,13,11.3058252427184,1.14984972091026,0.215412052295239,0.253445176752546
"121259",11,9.99953850702252,1.10005076657036,13,11.3058252427184,1.14984972091026,0.261807042483628,0.297783103654883
"121261",11,9.88459313744949,1.11284297158621,12,11.3058252427184,1.0613997423787,0.232277008270482,0.27806706936055
"121262",9,7.50243601157841,1.1996103647016,8,11.3058252427184,0.707599828252469,0.156071449007983,0.359818959014332
"121271",9,10.9850215331416,0.819297438138575,10,11.3058252427184,0.884499785315586,0.268202347519964,0.298701298701299
"121276",12,10.0295403065144,1.19646560393259,13,11.3058252427184,1.14984972091026,0.201870421416362,0.254244058318354
"121277",8,9.33252155182947,0.857217414990244,8,11.3058252427184,0.707599828252469,0.273477026660162,0.348755343223535
"121279",14,12.4781399460004,1.1219620921536,16,11.3058252427184,1.41519965650494,0.219203867453853,0.2096
"121281",11,9.50150760180483,1.15771101397746,11,11.3058252427184,0.972949763847145,0.193646031269407,0.291403699673558
"121282",12,10.2563745350092,1.17000407493301,13,11.3058252427184,1.14984972091026,0.183109873708475,0.252646295186739
"121284",11,10.3975305703264,1.05794351125958,12,11.3058252427184,1.0613997423787,0.256541313943626,0.275567590085399
"151721",23,21.1832880761102,1.08576156436916,9,11.3058252427184,0.796049806784027,0.229656500800756,0.350227109729859
"154173",9,9.35778851173908,0.961765698028947,10,11.3058252427184,0.884499785315586,0.248167860608028,0.309637730690362
"156883",10,7.66287602856623,1.30499305518206,11,11.3058252427184,0.972949763847145,0.200369002151227,0.271817192600653
"173806",14,14.3726166398594,0.974074544030766,10,11.3058252427184,0.884499785315586,0.267914710008874,0.330599225336067
"173934",15,14.0614096411575,1.06674937881728,12,11.3058252427184,1.0613997423787,0.209529175284306,0.281816288273276
"173939",10,9.0929553959256,1.09975245281428,12,11.3058252427184,1.0613997423787,0.235988286886265,0.277650489481358
"174027",9,7.64204324942483,1.17769550711158,9,11.3058252427184,0.796049806784027,0.158963463201802,0.344489600765001
"174054",23,20.6719888889049,1.11261669709704,11,11.3058252427184,0.972949763847145,0.245798461583772,0.327094668117519
"174057",14,10.2182248877239,1.37010098660282,15,11.3058252427184,1.32674967797338,0.156154100055163,0.220889463000554
"174078",6,7.37308473038347,0.813770656300046,6,11.3058252427184,0.530699871189352,0.286099891263938,0.464235624123422
"174169",13,11.6360612658755,1.11721653083114,15,11.3058252427184,1.32674967797338,0.232331668283034,0.25927292858461
"174170",15,12.6284528137519,1.18779396187517,16,11.3058252427184,1.41519965650494,0.215167939465173,0.212444444444444
"174172",9,7.80307863252122,1.1533909145155,9,11.3058252427184,0.796049806784027,0.145642864343107,0.328711451111642
"174173",8,7.77141810385986,1.02941315125313,6,11.3058252427184,0.530699871189352,0.204104550725975,0.461430575035063
"174306",9,15.3016340740532,0.588172475988115,8,11.3058252427184,0.707599828252469,0.397718061691574,0.414131254714609
"174313",10,12.154476149121,0.822742163241908,11,11.3058252427184,0.972949763847145,0.318748155154436,0.298367791077258
"174363",13,14.2208622235006,0.914149915503502,8,11.3058252427184,0.707599828252469,0.311837168720095,0.35730450088006
"174387",10,14.1533464759708,0.706546682579824,10,11.3058252427184,0.884499785315586,0.397525018823576,0.357484620642515
"174393",17,14.1848811134899,1.1984591103716,13,11.3058252427184,1.14984972091026,0.255747693242317,0.284601557819053
"174394",16,13.7861858098576,1.16058206531349,12,11.3058252427184,1.0613997423787,0.240011849432742,0.272651530931056
"174399",12,13.2605508312064,0.904939783629504,12,11.3058252427184,1.0613997423787,0.26812750168595,0.261820454072068
"174408",7,10.7960689594772,0.648384150404592,8,11.3058252427184,0.707599828252469,0.42810345802722,0.441790294191602
"174420",13,11.780240941098,1.10354279381898,13,11.3058252427184,1.14984972091026,0.244550524443454,0.261833433193529
"174426",15,13.800071019546,1.08695092791584,14,11.3058252427184,1.23829969944182,0.26326084875921,0.272204105121811
"174429",7,7.67626630452629,0.911901661862939,5,11.3058252427184,0.442249892657793,0.191244338913161,0.452813337302769
"174511",11,10.524642984454,1.04516609411342,11,11.3058252427184,0.972949763847145,0.270703379632652,0.31316648531012
"174530",12,13.1829203596811,0.910268716839181,11,11.3058252427184,0.972949763847145,0.293164331770917,0.282263329706202
"174547",15,12.1957516472608,1.22993649213651,14,11.3058252427184,1.23829969944182,0.209187484788636,0.249184730481489
"174549",14,12.1588742906707,1.15142238214783,13,11.3058252427184,1.14984972091026,0.242145637672603,0.27102057120032
"174571",13,10.82097802746,1.20137015036999,14,11.3058252427184,1.23829969944182,0.194239592160315,0.237291386917322
"174572",12,11.3670806759164,1.05568002393302,12,11.3058252427184,1.0613997423787,0.225114095707717,0.268902312018329
"174575",11,11.4135674588069,0.963765276693766,11,11.3058252427184,0.972949763847145,0.238012757325336,0.294450489662677
"174578",14,10.5534731853367,1.32657749293872,13,11.3058252427184,1.14984972091026,0.188579644244639,0.253445176752546
"174579",10,11.1404415214822,0.897630491638674,11,11.3058252427184,0.972949763847145,0.292894201828336,0.294015233949946
"174580",11,8.5880470491946,1.28084999266878,12,11.3058252427184,1.0613997423787,0.182911214135017,0.265986252863987
"174586",9,6.73740630242706,1.3358256272533,11,11.3058252427184,0.972949763847145,0.143771702534235,0.271817192600653
"174591",11,10.2293122825741,1.07534110760689,12,11.3058252427184,1.0613997423787,0.250812340108395,0.265569672984795
"174596",11,10.8792960316937,1.01109483260265,13,11.3058252427184,1.14984972091026,0.223903366500029,0.260235670061913
"174605",9,9.23809002910069,0.974227353451776,10,11.3058252427184,0.884499785315586,0.234624865032764,0.321029847345637
"174618",11,11.3648476433404,0.967896829346919,10,11.3058252427184,0.884499785315586,0.248317472414755,0.307359307359307
"174628",6,7.73307348499454,0.775888139643644,6,11.3058252427184,0.530699871189352,0.340313012065565,0.456381486676017
"174636",7,9.81224937512564,0.713394017252071,7,11.3058252427184,0.61914984972091,0.339174514645546,0.391142932909043
"174687",13,10.3879018703196,1.25145579562546,15,11.3058252427184,1.32674967797338,0.162469572692679,0.220889463000554
"174749",15,11.7608520816994,1.27541779250339,14,11.3058252427184,1.23829969944182,0.212289599808256,0.230769230769231
"174791",12,11.8864443352798,1.00955337538436,11,11.3058252427184,0.972949763847145,0.25396546146687,0.300979325353645
"174808",16,15.5982596664366,1.02575545875979,11,11.3058252427184,0.972949763847145,0.251059090493012,0.283569096844396
"174848",13,9.89099376563493,1.31432698351979,12,11.3058252427184,1.0613997423787,0.186761256916721,0.265986252863987
"174856",11,9.37331918658852,1.17354373419172,13,11.3058252427184,1.14984972091026,0.196974065144626,0.251447972838027
"174900",14,11.488684911259,1.21859030064266,14,11.3058252427184,1.23829969944182,0.184525898863794,0.230769230769231
"174932",10,11.3393874565444,0.881881851054367,10,11.3058252427184,0.884499785315586,0.30577062787796,0.325586694007747
"174944",7,8.83760302100133,0.7920699745582,9,11.3058252427184,0.796049806784027,0.342703909408291,0.368395888118575
"174961",12,10.0906911410672,1.1892148746048,12,11.3058252427184,1.0613997423787,0.199317352700302,0.269318891897521
"174963",10,9.81450257069136,1.01890033936744,10,11.3058252427184,0.884499785315586,0.25002377964348,0.311004784688995
"174975",11,9.87793948497019,1.11359256824129,12,11.3058252427184,1.0613997423787,0.241398713729465,0.277233909602166
"174983",11,9.09744816346156,1.20913027503468,11,11.3058252427184,0.972949763847145,0.21277291596318,0.293144722524483
"175000",16,13.0677679666775,1.22438660074158,14,11.3058252427184,1.23829969944182,0.229399717585051,0.24074429311337
"175002",14,14.624647627417,0.957288022020718,11,11.3058252427184,0.972949763847145,0.277290048840815,0.297497279651795
"175008",9,8.66767509044375,1.03834072067637,9,11.3058252427184,0.796049806784027,0.231339023086201,0.323452067893856
"175018",8,9.98089255699989,0.801531521786533,9,11.3058252427184,0.796049806784027,0.287268172206642,0.337795840306
"175045",12,12.4747665994703,0.961941845109114,10,11.3058252427184,0.884499785315586,0.230642797017746,0.30872636135794
"175080",17,15.5420761539555,1.09380496090758,12,11.3058252427184,1.0613997423787,0.23468917537703,0.268069152259946
